alert_key,date,cust_id,risk_rank,occupation_code,total_asset,AGE,trans_no1,trans_no2,trans_no3,trans_no4,trans_no5,trade_amount_usd
357699,370,a62d70911e788d5fe609d2a7bb3ab800cb3c1ab4e923658fe066a9b3f225410a,3.0,1.0,2169802.0,2.0,1.0,0.0,0.0,0.0,0.0,120079.0
357510,370,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1.0,17.0,114439.0,2.0,1.0,0.0,0.0,0.0,0.0,70349.0
357656,370,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,226357.0,5.0,1.0,0.0,0.0,0.0,0.0,28811.0
357320,370,47a8c256c1df3f3560a69d3b91225cb78a52faf554854f63c79759d5f5cb27bb,1.0,19.0,244739.0,5.0,1.0,0.0,0.0,0.0,0.0,35624.0
357275,370,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,1.0,0.0,0.0,0.0,0.0,250245.0
357706,370,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,12.0,2285386.0,3.0,1.0,0.0,0.0,0.0,0.0,12383.0
357493,370,115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,1.0,19.0,153711.0,2.0,1.0,0.0,0.0,0.0,0.0,17996.0
357341,370,ff483c74ef2977bfcf04be0a79363af72d1812aac9ce1fcdf671b4433218f6ad,2.0,17.0,41066.0,3.0,1.0,0.0,0.0,0.0,0.0,9787.0
357887,370,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,1.0,0.0,0.0,0.0,0.0,36942.0
357506,370,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1.0,2.0,444392.0,3.0,1.0,0.0,0.0,0.0,0.0,70141.0
357509,370,af44e752f63f8e447bc6fdac56d364a2f22eabbdbbefc4e3573905618f811eb8,1.0,15.0,242106.0,4.0,1.0,0.0,0.0,0.0,0.0,28525.0
357671,370,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,3.0,18.0,1770992.0,3.0,1.0,0.0,0.0,0.0,0.0,89048.0
357527,370,987fa9033f6d7d6750dac714e178516755e75bd87dcedaee5dea1d08386a7104,1.0,18.0,272935.0,2.0,1.0,0.0,0.0,0.0,0.0,30547.0
357222,370,b212d14cb35676926682b2cf849e295d948888f556c07e854c4cdad9f32f5084,1.0,2.0,98177.0,2.0,1.0,0.0,0.0,0.0,0.0,48133.0
357347,370,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1.0,9.0,367478.0,3.0,1.0,0.0,0.0,0.0,0.0,35914.0
357466,370,9f9129c2a9e1158e3ebe50f9ed59970c0524650a05959b6388c7b0ff8e617233,2.0,9.0,104330.0,4.0,1.0,0.0,0.0,0.0,0.0,1122.0
357278,370,9df84862272aa8b1d36b2c9574aedf16b03c1737e136b923095c373bcce2328d,3.0,17.0,173255.0,4.0,1.0,0.0,0.0,0.0,0.0,89269.0
357314,370,22e83e32b37bce957b29fb490584617829d437c1603fc0363f6f65c48382a388,3.0,19.0,56783.0,2.0,1.0,0.0,0.0,0.0,0.0,42875.0
357852,370,5da5ec815c6888e6a5aa7301f71aaa61b4d28a8962b9654d64e0050e5b05ca79,3.0,15.0,247836.0,5.0,1.0,0.0,0.0,0.0,0.0,35894.0
357888,370,8eaa3e3a1678efd0f863921c0989d0220b7d08c5876290344d682ca926b9932e,3.0,12.0,1716918.0,3.0,1.0,0.0,0.0,0.0,0.0,89013.0
357904,370,eddfc6bc7e209e2a40808c3fb07e08b3ee0a199e0a8552e3dc4952b414332d4b,3.0,19.0,334295.0,2.0,1.0,0.0,0.0,0.0,0.0,103269.0
357497,370,5c8203758d604e065e40f5192d41077acdb92b1121bd5358436411be10072351,3.0,12.0,848586.0,2.0,1.0,0.0,0.0,0.0,0.0,165329.0
357490,370,4dfeca8a959845f1ed0a40340b8c53525bb477c5c37a7068d6383515d211c881,1.0,10.0,409561.0,4.0,1.0,0.0,0.0,0.0,0.0,88627.0
357488,370,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3.0,17.0,461707.0,3.0,1.0,0.0,0.0,0.0,0.0,122956.0
357695,370,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3.0,19.0,1415448.0,3.0,1.0,0.0,0.0,0.0,0.0,81540.0
357850,370,ad4d0b59572d0db14cb2f1defa6df9451be0e0c467d26878f67dac90958fd183,3.0,17.0,1241401.0,5.0,0.0,0.0,0.0,0.0,1.0,6258.0
357702,370,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,718481.0,3.0,1.0,0.0,0.0,0.0,0.0,35242.0
357302,370,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,3.0,19.0,567379.0,3.0,0.0,1.0,0.0,0.0,0.0,124146.0
353376,371,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,18.0,1770992.0,3.0,1.0,0.0,0.0,0.0,0.0,69045.0
353578,371,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1.0,2.0,444392.0,3.0,1.0,0.0,0.0,0.0,0.0,70212.0
353083,371,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,1.0,12.0,106656.0,3.0,1.0,0.0,0.0,0.0,0.0,54399.0
353227,371,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,1.0,0.0,0.0,0.0,0.0,36841.0
353080,371,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,612138.0,2.0,1.0,0.0,0.0,0.0,0.0,10622.0
353396,371,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3.0,19.0,1415448.0,3.0,2.0,0.0,0.0,0.0,0.0,246667.0
353041,371,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,1.0,0.0,0.0,0.0,0.0,234136.0
353407,371,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,718481.0,3.0,1.0,0.0,0.0,0.0,0.0,35307.0
353043,371,9df84862272aa8b1d36b2c9574aedf16b03c1737e136b923095c373bcce2328d,1.0,17.0,173255.0,4.0,1.0,0.0,0.0,0.0,0.0,88991.0
353582,371,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1.0,17.0,114439.0,2.0,1.0,0.0,0.0,0.0,0.0,70154.0
353172,371,e708c14646ea9dec8cbd1dafc15a9a04ceb6da60975b4f96fed555a11f17b427,1.0,17.0,1546.0,7.0,0.0,0.0,0.0,0.0,1.0,423659.0
353366,371,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,226357.0,5.0,1.0,0.0,0.0,0.0,0.0,28287.0
354428,372,8d2f9642b5caf21cff8b976485b8f964f6b7dac3150964e72f25c29baebbfa91,1.0,9.0,22455.0,3.0,1.0,0.0,0.0,0.0,0.0,71139.0
354044,372,a62d70911e788d5fe609d2a7bb3ab800cb3c1ab4e923658fe066a9b3f225410a,3.0,1.0,2169802.0,2.0,1.0,0.0,0.0,0.0,0.0,119457.0
354235,372,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1.0,4.0,227418.0,2.0,1.0,0.0,0.0,0.0,0.0,32449.0
354431,372,4dfeca8a959845f1ed0a40340b8c53525bb477c5c37a7068d6383515d211c881,1.0,10.0,409561.0,4.0,1.0,0.0,0.0,0.0,0.0,88313.0
354430,372,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3.0,17.0,461707.0,3.0,1.0,0.0,0.0,0.0,0.0,117660.0
354024,372,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,3.0,18.0,1770992.0,3.0,1.0,0.0,0.0,0.0,0.0,95062.0
354039,372,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3.0,19.0,1415448.0,3.0,2.0,0.0,0.0,0.0,0.0,258297.0
354435,372,115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,1.0,19.0,153711.0,2.0,1.0,0.0,0.0,0.0,0.0,17917.0
354177,372,b212d14cb35676926682b2cf849e295d948888f556c07e854c4cdad9f32f5084,1.0,2.0,98177.0,2.0,1.0,0.0,0.0,0.0,0.0,48180.0
353855,372,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,12.0,918230.0,2.0,1.0,0.0,0.0,0.0,0.0,88216.0
354470,372,987fa9033f6d7d6750dac714e178516755e75bd87dcedaee5dea1d08386a7104,1.0,18.0,272935.0,2.0,1.0,0.0,0.0,0.0,0.0,30547.0
354226,372,9df84862272aa8b1d36b2c9574aedf16b03c1737e136b923095c373bcce2328d,3.0,17.0,173255.0,4.0,1.0,0.0,0.0,0.0,0.0,123298.0
353848,372,496705d17253600f1cd4b9f71ac91c941df9eda28af40f3331685018974a5d23,1.0,17.0,123577.0,5.0,0.0,0.0,0.0,0.0,2.0,91078.0
354453,372,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3.0,19.0,29734.0,2.0,1.0,0.0,0.0,0.0,0.0,62696.0
353865,372,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,1.0,0.0,0.0,0.0,0.0,36835.0
354245,372,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,3.0,19.0,567379.0,3.0,0.0,1.0,0.0,0.0,0.0,206911.0
354447,372,af44e752f63f8e447bc6fdac56d364a2f22eabbdbbefc4e3573905618f811eb8,1.0,15.0,242106.0,4.0,1.0,0.0,0.0,0.0,0.0,28465.0
354223,372,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,1.0,0.0,0.0,0.0,0.0,249750.0
354261,372,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,3.0,12.0,106656.0,3.0,1.0,0.0,0.0,0.0,0.0,54211.0
354045,372,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,718481.0,3.0,1.0,0.0,0.0,0.0,0.0,39357.0
354449,372,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1.0,17.0,114439.0,2.0,1.0,0.0,0.0,0.0,0.0,69984.0
354258,372,ff483c74ef2977bfcf04be0a79363af72d1812aac9ce1fcdf671b4433218f6ad,2.0,17.0,41066.0,3.0,1.0,0.0,0.0,0.0,0.0,9779.0
354260,372,7629f010080267f680a4ca9c6cac71c4d4d86933dcc7ed2f3625fde2c161e9de,1.0,17.0,506366.0,3.0,1.0,0.0,0.0,0.0,0.0,52263.0
353860,372,4974cd07394c019c0dc9ba01e949ac581e65e5aa74e4392dece7e8a1f292e6e3,1.0,17.0,264699.0,3.0,1.0,0.0,0.0,0.0,0.0,32378.0
354413,372,c4f6b8c4bfedd53d1157e24c5d93eab33881648e8757502c4044e750f8217a1b,2.0,11.0,684030.0,4.0,0.0,0.0,0.0,0.0,1.0,10097.0
354049,372,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,12.0,2285386.0,3.0,1.0,0.0,0.0,0.0,0.0,5262.0
354263,372,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1.0,9.0,367478.0,3.0,1.0,0.0,0.0,0.0,0.0,35741.0
354229,372,870252ba9d2d6cb4433ce4718b80b2e69cf73adcc7e92657e8383e2f281cc13c,3.0,12.0,876408.0,3.0,1.0,0.0,0.0,0.0,0.0,254686.0
354443,372,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1.0,2.0,444392.0,3.0,1.0,0.0,0.0,0.0,0.0,70158.0
354013,372,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,226357.0,5.0,1.0,0.0,0.0,0.0,0.0,28287.0
355193,375,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1.0,2.0,444392.0,3.0,1.0,0.0,0.0,0.0,0.0,52434.0
354958,375,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3.0,19.0,1415448.0,3.0,1.0,0.0,0.0,0.0,0.0,203239.0
354928,375,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,226357.0,5.0,1.0,0.0,0.0,0.0,0.0,28287.0
354642,375,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,3.0,19.0,567379.0,3.0,0.0,1.0,0.0,0.0,0.0,103455.0
354966,375,a62d70911e788d5fe609d2a7bb3ab800cb3c1ab4e923658fe066a9b3f225410a,3.0,1.0,2169802.0,2.0,1.0,0.0,0.0,0.0,0.0,118758.0
354670,375,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1.0,9.0,367478.0,3.0,1.0,0.0,0.0,0.0,0.0,35544.0
354662,375,ff483c74ef2977bfcf04be0a79363af72d1812aac9ce1fcdf671b4433218f6ad,2.0,17.0,41066.0,3.0,1.0,0.0,0.0,0.0,0.0,6507.0
355203,375,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3.0,19.0,29734.0,2.0,0.0,0.0,0.0,0.0,1.0,496698.0
355152,375,e602d984ea6eb7a345990e4cdf8755787af058604fc4f8c14bff40497f78fd76,3.0,19.0,1457386.0,5.0,1.0,0.0,0.0,0.0,0.0,51722.0
354629,375,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1.0,4.0,227418.0,2.0,1.0,0.0,0.0,0.0,0.0,44900.0
354944,375,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,3.0,18.0,1770992.0,3.0,1.0,0.0,0.0,0.0,0.0,68044.0
355221,375,cc73fc47d39a47f49ebc28cc7fcd1c3203232bb2af57c84bc80f1f2ab18552ba,3.0,13.0,310119.0,3.0,1.0,0.0,0.0,0.0,0.0,111221.0
354967,375,b4e15e70858840ec2a5eab6ac3c633acc95260acb9a50976d4f923777dd95628,3.0,14.0,80174.0,4.0,1.0,0.0,0.0,0.0,0.0,2743.0
355181,375,4dfeca8a959845f1ed0a40340b8c53525bb477c5c37a7068d6383515d211c881,1.0,10.0,409561.0,4.0,1.0,0.0,0.0,0.0,0.0,86714.0
354668,375,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,3.0,12.0,106656.0,3.0,1.0,0.0,0.0,0.0,0.0,53987.0
355198,375,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1.0,17.0,114439.0,2.0,1.0,0.0,0.0,0.0,0.0,69599.0
354675,375,234ab175df0d1ca4b021ee63c8da965e526eaeecba99658d6fb31121414ee5c6,3.0,9.0,24016.0,3.0,1.0,0.0,0.0,0.0,0.0,105563.0
355168,375,b6e5408b20f664c7e4640285f79c09d34146ca317264625433f6231904865820,3.0,9.0,5276533.0,5.0,1.0,0.0,0.0,0.0,0.0,50635.0
354565,375,9e5bc096317c8b6417c48800be0999238c7f7c4c088ebbc30f21d655069bf95e,3.0,3.0,123794.0,4.0,1.0,0.0,0.0,0.0,0.0,15613.0
354606,375,668686d0bfe423f864b883f44a33a5b45052dd6e4451bde6b32204c2def6177f,3.0,18.0,8025.0,4.0,1.0,0.0,0.0,0.0,0.0,105131.0
354573,375,7d3f438c40a239aae54ae069274caa987d2528fb0879b5dbbe93120e89e3ab10,2.0,13.0,16306.0,3.0,0.0,0.0,0.0,0.0,1.0,4733.0
355196,375,af44e752f63f8e447bc6fdac56d364a2f22eabbdbbefc4e3573905618f811eb8,1.0,15.0,242106.0,4.0,1.0,0.0,0.0,0.0,0.0,28465.0
355188,375,5c8203758d604e065e40f5192d41077acdb92b1121bd5358436411be10072351,3.0,12.0,848586.0,2.0,1.0,0.0,0.0,0.0,0.0,153162.0
354619,375,870252ba9d2d6cb4433ce4718b80b2e69cf73adcc7e92657e8383e2f281cc13c,3.0,12.0,876408.0,3.0,1.0,0.0,0.0,0.0,0.0,245114.0
354826,375,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,1.0,0.0,0.0,0.0,0.0,36826.0
354618,375,c593e49a4689b589eea2209c26a1fcdea5ab4f7933809532c6e842cf19e4159c,3.0,19.0,417504.0,4.0,1.0,0.0,0.0,0.0,0.0,144953.0
354667,375,7629f010080267f680a4ca9c6cac71c4d4d86933dcc7ed2f3625fde2c161e9de,1.0,18.0,506366.0,3.0,1.0,0.0,0.0,0.0,0.0,52266.0
355178,375,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3.0,17.0,461707.0,3.0,1.0,0.0,0.0,0.0,0.0,79458.0
354814,375,7c37f3bf824a79d44aec8a7576691dc98c58e8bbc453b5c3e4a2c809b8e1b46a,1.0,12.0,331966.0,2.0,1.0,0.0,0.0,0.0,0.0,68238.0
354673,375,ba9dc8d7ae712aeb31b7985d7d44d10a8c7bf35c87430c568e39bdc1b53d0de3,1.0,19.0,149313.0,2.0,1.0,0.0,0.0,0.0,0.0,8966.0
354613,375,9df84862272aa8b1d36b2c9574aedf16b03c1737e136b923095c373bcce2328d,3.0,17.0,173255.0,4.0,1.0,0.0,0.0,0.0,0.0,88299.0
354968,375,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,718481.0,3.0,1.0,0.0,0.0,0.0,0.0,35211.0
354569,375,b212d14cb35676926682b2cf849e295d948888f556c07e854c4cdad9f32f5084,1.0,2.0,98177.0,2.0,1.0,0.0,0.0,0.0,0.0,48181.0
354819,375,bdda3ef79c5f052fd281c9f28f50a25977444eceaf9751e4595fcb6099a48ea0,3.0,19.0,2390889.0,4.0,1.0,0.0,0.0,0.0,0.0,12682.0
354612,375,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,1.0,0.0,0.0,0.0,0.0,199613.0
355222,375,987fa9033f6d7d6750dac714e178516755e75bd87dcedaee5dea1d08386a7104,1.0,18.0,272935.0,2.0,1.0,0.0,0.0,0.0,0.0,30547.0
354604,375,f8c4956534fed5eac9c0389fc5448b9ebe36ed54ae879e95b95f6bc6c0bff764,3.0,19.0,33760.0,3.0,1.0,0.0,0.0,0.0,0.0,160852.0
355813,376,7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,3.0,19.0,29734.0,2.0,0.0,0.0,0.0,0.0,1.0,500945.0
355808,376,af44e752f63f8e447bc6fdac56d364a2f22eabbdbbefc4e3573905618f811eb8,1.0,15.0,242106.0,4.0,1.0,0.0,0.0,0.0,0.0,28518.0
355791,376,40fa92acb89d1ebb319f0f200d31a5fcbdfcbd8ad432d732a880545a69f2c5e8,3.0,17.0,2112.0,2.0,2.0,0.0,0.0,0.0,0.0,100265.0
355806,376,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1.0,2.0,444392.0,3.0,1.0,0.0,0.0,0.0,0.0,23265.0
355373,376,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,1.0,0.0,0.0,0.0,0.0,250327.0
355561,376,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,12.0,2285386.0,3.0,1.0,0.0,0.0,0.0,0.0,2527.0
355770,376,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,1.0,0.0,0.0,0.0,0.0,36874.0
355558,376,d965728f86144f30286f2eb7bcfe51d5cb2bc9c228accbdbc858136d710676a3,1.0,17.0,993823.0,4.0,1.0,0.0,0.0,0.0,0.0,51664.0
355795,376,279922d10aeb65f598b19a339619f9dfa126e39a0a93f35901886f0ecd325b52,1.0,19.0,5112.0,3.0,1.0,0.0,0.0,0.0,0.0,215519.0
355673,376,16fbc659bf1f2d26998be3a44b843c842cb9a753a229b4dd671bc55ddae89ffd,1.0,19.0,47353.0,6.0,1.0,0.0,0.0,0.0,0.0,34742.0
355559,376,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1.0,18.0,718481.0,3.0,1.0,0.0,0.0,0.0,0.0,35082.0
355429,376,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1.0,9.0,367478.0,3.0,1.0,0.0,0.0,0.0,0.0,34596.0
355521,376,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,226357.0,5.0,1.0,0.0,0.0,0.0,0.0,28287.0
355532,376,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,3.0,18.0,1770992.0,3.0,1.0,0.0,0.0,0.0,0.0,68044.0
355379,376,c593e49a4689b589eea2209c26a1fcdea5ab4f7933809532c6e842cf19e4159c,3.0,19.0,417504.0,4.0,1.0,0.0,0.0,0.0,0.0,144953.0
355761,376,7c37f3bf824a79d44aec8a7576691dc98c58e8bbc453b5c3e4a2c809b8e1b46a,1.0,12.0,331966.0,2.0,1.0,0.0,0.0,0.0,0.0,34884.0
355389,376,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1.0,4.0,227418.0,2.0,1.0,0.0,0.0,0.0,0.0,46452.0
355555,376,a62d70911e788d5fe609d2a7bb3ab800cb3c1ab4e923658fe066a9b3f225410a,3.0,1.0,2169802.0,2.0,1.0,0.0,0.0,0.0,0.0,132580.0
355667,376,5742b1dcfccc74572ee956591728bab60f3a931e3beb4ac17a3287c0ae2952ce,1.0,2.0,117776.0,5.0,1.0,0.0,0.0,0.0,0.0,34987.0
355431,376,234ab175df0d1ca4b021ee63c8da965e526eaeecba99658d6fb31121414ee5c6,3.0,9.0,24016.0,3.0,1.0,0.0,0.0,0.0,0.0,246405.0
355548,376,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3.0,19.0,1415448.0,3.0,1.0,0.0,0.0,0.0,0.0,158083.0
355792,376,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3.0,17.0,461707.0,3.0,1.0,0.0,0.0,0.0,0.0,56280.0
