alert_key,date,sar_flag,cust_id,risk_rank,occupation_code,total_asset,AGE,debit,credit,tx_type1,tx_type2,tx_type3,n_cross_bank,cross_bank,n_ATM,ATM,amt
171597,0,0,aaba30b28e01c63b173ee72c6aa5828e727917ae2aa4d7432d967b0a6afa7607,1.0,17.0,39824.0,4.0,2.0,7.0,2.0,7.0,0.0,9.0,0.0,6.0,3.0,84254.0
171782,0,0,96d6e3de3b789c1ee88ad985ee66c404671f488b63b6d0b03571f9daf09e937b,1.0,9.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,33727.0
171738,0,0,adb20f4d429c5a98fa6feb4a00061d4eacfc66b5b05b2918c9bcaac14a016778,3.0,19.0,538326.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,302700.0
171448,0,0,ccf71bf5969f7949c6f2dc704c82a61922448e204bf9bc6b59ddf6c92c6e174e,1.0,4.0,658108.0,2.0,3.0,2.0,0.0,5.0,0.0,2.0,3.0,0.0,5.0,4060.0
171787,0,0,df687b19349040a877e7dcbfdee38d1b26286dc0fb37cb02774049dcff2b473d,1.0,19.0,71303.0,3.0,4.0,1.0,3.0,2.0,0.0,4.0,1.0,0.0,5.0,52531.0
171790,0,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,1.0,1.0,1279030.0,2.0,2.0,3.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,92444.0
171503,0,0,c121e5163d534845ad9f090fe7a77225ad592a814495320d56415a2447d5ede7,3.0,12.0,419954.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,92590.0
171387,0,0,f00f64804f374f8416d66993d8f0c63b892bf86af47dcf593e2623c29a5ead82,1.0,3.0,622839.0,4.0,4.0,2.0,0.0,6.0,0.0,3.0,3.0,1.0,5.0,10528176.0
171501,0,0,96115737ec9dc7525f188a3d5668d8b399d38d31e73eff12388f6a193fb45da1,1.0,19.0,7373219.0,5.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,1.0,3.0,106378.0
171494,0,0,7a5bb395f798e329689984d41e3e4848ace9c24c52f3806b119b8832ddcfd2cb,1.0,4.0,34467.0,4.0,5.0,2.0,0.0,7.0,0.0,6.0,1.0,1.0,6.0,47430.0
171602,0,0,781aac216cd49166665fed03433eaf4f83f49b701835d2f9b1dcea8aabc11cd6,3.0,15.0,462619.0,3.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,205616.0
171209,0,0,95836236dac30345eaf79b450af364b869724d46adc7cdefcab5ff32bc288348,3.0,12.0,1195038.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,15680.0
171587,0,0,8a89be5b38f76afa6deeb419c9efd97fca86463faba234f3d798db28be3a91f6,1.0,19.0,99703.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,195699.0
171363,0,0,f7a269be937fa0678708a5c63db12e22c12e4e751ac76f35f1b62b3aa65221dd,1.0,9.0,10848383.0,6.0,4.0,2.0,1.0,5.0,0.0,3.0,3.0,2.0,4.0,2131603.0
171605,0,0,f2b4083d595c11089d82e642dac4ebd136fb8a2385ef16fbf03b417fdc45ca98,1.0,12.0,46343.0,3.0,2.0,4.0,0.0,6.0,0.0,6.0,0.0,5.0,1.0,279888.0
171783,0,0,2a69f19a029ad23ed20941fd191534d140fe3adcee0bc170f43bf218bd5909ad,3.0,13.0,81566.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1076.0
171152,0,0,7e42b5dca9b28ee8e5545beb834361e90e6197d176b389718e6c99b10041c816,3.0,13.0,599497.0,6.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,30245.0
171487,0,0,7d195eb4f4ab50eb5e6ef2b1e91bf7d61d243b0bb5180bb3daa90b9a2a3e5b5f,3.0,12.0,1526679.0,4.0,3.0,3.0,1.0,5.0,0.0,3.0,3.0,2.0,4.0,427474.0
171378,0,0,18b00790f32cf968723e129e7b8184144b9b80252ec9dc6b265da01cfac7c99a,1.0,9.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,54453.0
171703,0,0,a0e7d91b37f6158a7674071cd27dcac5289316d28fc3ec67ac8091a04ace75fe,3.0,13.0,105449.0,2.0,1.0,6.0,5.0,2.0,0.0,5.0,2.0,1.0,6.0,19409.0
171770,0,1,25cf26d9c40bb9f71292b809c4f92018b9bdfe3529c5106edffaa7943b284e9a,1.0,17.0,1913895.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1276027.0
171192,0,0,987d4ec8dc3e172714d6a495af1eb63e1193a32f4125963de7203d948dabd204,1.0,19.0,820593.0,5.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,3.0,1.0,23468.0
171764,0,0,c8a808343cceb65e3ca94860106d4c702184360ecc71a29afe80ab9e9c5934d1,3.0,17.0,679265.0,6.0,0.0,4.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,64459.0
171500,0,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,713258.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,2989.0
171201,0,0,9b254db192dd84e025074a786f67f3196f6920b78a9fbd97502576d8059066fc,3.0,12.0,257357.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,334.0
171389,0,0,bc6be9e6caf2b9439f31a2452753b188e7fea083f602b92125f24bc589dfb8c5,1.0,19.0,811042.0,1.0,4.0,1.0,1.0,0.0,4.0,5.0,0.0,5.0,0.0,4313060.0
171379,0,0,04b4dab6fac263b0c917eea00669abeb0fda70796c18c0f51a7c7321e990927c,2.0,12.0,422103.0,3.0,2.0,3.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,17427.0
171371,0,0,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,944697.0,5.0,9.0,13.0,0.0,22.0,0.0,14.0,8.0,7.0,15.0,58400.0
171447,0,0,f88ff7eedb5f16edbb190f3992d18529186ca77e2661954413204a175d00379c,3.0,19.0,657821.0,6.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,253579.0
171177,0,0,a6cdf6302aead77112013168c6d546d2df3bcb551956d22c96cf97652e581602,1.0,19.0,51160.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1509.0
171368,0,0,52a4ff3d05590769169b6c91f686c817c6e6112d56aa4c3a532c69f75f93ac93,1.0,19.0,1122248.0,6.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,302308.0
171741,0,0,2cbae2a984f9c7a8749097027ac7a00052bfee7536a287071fb3ea50b351f323,3.0,19.0,318411.0,5.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,40735.0
171181,0,0,d253f77ce816406296362e15aa64888080acc551e9c596098d9c78ffe52956a9,3.0,17.0,1827055.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,573713.0
171504,0,0,871460b9c879a120a88d63c812c5f9cee4225d5a13c86d26be10aceebc88f9c3,1.0,19.0,77346.0,4.0,10.0,1.0,10.0,1.0,0.0,11.0,0.0,0.0,11.0,431870.0
171842,0,0,8173686f4ba325ede4f56f61f86a68298f3bb7ce47e3d4ea2c928ce16821e3ab,3.0,12.0,266339.0,4.0,1.0,3.0,1.0,3.0,0.0,4.0,0.0,0.0,4.0,2085760.0
171479,0,0,0fb70cc7b1ffb241283614c79a40be3b84b2ca07959d88b52b209eeaba6048f8,3.0,19.0,43169799.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15258.0
171496,0,0,f01f05fe20a6717f025f4a0d3666555fcd1d857522bb8a4bb3d4b883d8e55e50,3.0,18.0,2546767.0,4.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,5463.0
171702,0,0,2a0efd4291b5e64c00dee1c4ad40821494a4420e2f37d7796087e6ff92418e06,1.0,12.0,202601.0,3.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,4093.0
171446,0,0,95a6c0fd787a7f03473b58897e0d696d4ba27c61003f9277493d438798c7191a,3.0,17.0,24379.0,3.0,4.0,4.0,2.0,6.0,0.0,7.0,1.0,0.0,8.0,1258151.0
171765,0,0,60bc6ba965192b1a9ae2f674ba3419008e64ed0d71c37270540ab7bdf67b3237,1.0,19.0,30387.0,3.0,5.0,3.0,0.0,8.0,0.0,2.0,6.0,0.0,8.0,139665.0
171598,0,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,8.0,8.0,0.0,16.0,0.0,15.0,1.0,0.0,16.0,3666550.0
171592,0,0,8104f35c68aed18fddd4e100f540b6b4e726b500cd9a7af7c0a3f7216a223f33,1.0,5.0,37904.0,3.0,1.0,8.0,0.0,9.0,0.0,8.0,1.0,1.0,8.0,140715.0
171753,0,0,14876713c0436f76dc15f527b50a67c0b7ecc50af299ff5daf10642cc02d1a1c,3.0,9.0,396131.0,4.0,5.0,1.0,0.0,6.0,0.0,6.0,0.0,5.0,1.0,475698.0
171760,0,0,a98c7b12dca3bb6649172c780b2793a701602345ce4b2194ecb2aa7f9868c34f,3.0,19.0,185131.0,6.0,5.0,3.0,4.0,4.0,0.0,7.0,1.0,0.0,8.0,1075435.0
171589,0,0,c782d3ff7148a758fb658540ea5c86845ed2745b03c548073f739bd14512b9a0,3.0,19.0,284269.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,117.0
171367,0,0,fa81ef21a193bae90d014d04235a71e7dda88c5bfa6597b5158bbc746e7ae3f4,1.0,12.0,1093612.0,5.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,14678.0
171361,0,0,6ef334176ad90d8917facae948f355c506689168ece99f0abccd7065cbebaebb,3.0,11.0,18035.0,4.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,60383.0
171777,0,0,23065a25ef27d53d6361add1dd9f1b84f2c65193e021ec2a5bd41df59b109448,1.0,19.0,53635.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3210.0
171585,0,0,124b541310713e0101c185b514ffe09ad0740ec00a23b6fb6ec47bd3e5e1ecb8,1.0,12.0,129823.0,3.0,4.0,6.0,0.0,10.0,0.0,6.0,4.0,0.0,10.0,146323.0
171200,0,0,75d3d75506267e8c03152d9194b2cf0c2cb4232c886bf59dd09cf805f8e4afa0,3.0,9.0,291010.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,4323.0
171385,0,0,b060b5d6c806c8833de692be9d8602772f7474902a4c299404b341bccb1f49d4,1.0,17.0,2211518.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1830.0
171324,0,0,a7c9713806c471d644cd8216d4a943be6f4048e0d8a59edb66eec1df4a5b3e16,3.0,19.0,14204286.0,9.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,10513.0
171769,0,0,ed845115d741208fae21a89eea97fa93b5fdb30242ec29a9dbd43cfd2e8ffc49,1.0,17.0,494257.0,4.0,1.0,4.0,1.0,4.0,0.0,3.0,2.0,0.0,5.0,357442.0
171610,0,0,580670b0828a1eddea1c1f54273d4b57c3c44ec8658868e5fe4884f46543ef1d,3.0,13.0,1292481.0,3.0,3.0,11.0,3.0,11.0,0.0,14.0,0.0,0.0,14.0,105590.0
171603,0,0,7ea72e2daff29e3e15a27547514ec9eb583c4990f04d327c9c54592a79a93b0a,1.0,12.0,322712.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3075.0
171759,0,0,c27dd723daf9db93808c51343db6c099a67d8a7734d689dfb8d351e41a9f5d4b,1.0,19.0,18576380.0,6.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,32297.0
172055,5,0,5af5081850be4cfd36d8b7f86922263acdd6964197d2cdecdebfdb3ee9badc3c,3.0,19.0,3892.0,3.0,3.0,3.0,2.0,4.0,0.0,6.0,0.0,0.0,6.0,10832.0
172021,5,0,2736f06dc479109d649382e557f4853df13a6056663ded5ad2b1c3295d3d6933,1.0,19.0,1950141.0,3.0,5.0,3.0,1.0,7.0,0.0,6.0,2.0,6.0,2.0,140792.0
172429,5,0,c2b078cfc6013b175e204356d5e662d4e6b82d11b5a828a1260428bb4609606e,3.0,12.0,75773.0,5.0,3.0,3.0,0.0,6.0,0.0,3.0,3.0,0.0,6.0,12973.0
172234,5,0,c566b375c74aa3c5ed7f14f99f8251793e2db7e76bb79809e9879b44bfda1e74,1.0,3.0,920797.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3095.0
172496,5,0,d9e29fdbed820a3926c21e2dec952f031a898ca50b10c27605ed48478a172d8d,3.0,17.0,908718.0,4.0,4.0,6.0,1.0,6.0,3.0,10.0,0.0,7.0,3.0,526503.0
172178,5,0,a7c9713806c471d644cd8216d4a943be6f4048e0d8a59edb66eec1df4a5b3e16,3.0,19.0,14204286.0,9.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,34922.0
172642,5,0,6a725a03296b34f94e153353ea40c846df358a8678a587295a69e90f6af145d5,1.0,1.0,5409.0,3.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,134843.0
172237,5,0,04b4dab6fac263b0c917eea00669abeb0fda70796c18c0f51a7c7321e990927c,2.0,12.0,422103.0,3.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,27423.0
172249,5,0,bc6be9e6caf2b9439f31a2452753b188e7fea083f602b92125f24bc589dfb8c5,1.0,19.0,811042.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,893288.0
172261,5,0,852a20ec5560935d3f2e3381c1a077a6bc0a4012b13b255ba0ff2a660d150860,3.0,19.0,295743.0,3.0,3.0,2.0,0.0,5.0,0.0,3.0,2.0,0.0,5.0,1446033.0
172379,5,0,f88ff7eedb5f16edbb190f3992d18529186ca77e2661954413204a175d00379c,3.0,19.0,657821.0,6.0,5.0,12.0,0.0,17.0,0.0,17.0,0.0,16.0,1.0,83259634.0
172543,5,0,89f92b65c315d687264cca6c5f3e3a876df31f77a1b3f527b28db7837e71e711,3.0,8.0,107323.0,5.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,884293.0
172033,5,0,7c413ca06153818aa363bfc73cae27e0a60b321bc86143eb81e6597cae595f13,3.0,15.0,1837372.0,4.0,1.0,3.0,1.0,3.0,0.0,4.0,0.0,2.0,2.0,671668.0
172433,5,0,bf407c0c11ae06f9ec0578663face5601c4edb8ecadb9c660d72163a042dd66e,3.0,19.0,1594013.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,2684.0
172500,5,0,099068a1a9b89fb02b364680ce043ab3f47b1abfe8c9f533e7da789f59d27656,1.0,12.0,210805.0,3.0,8.0,4.0,5.0,7.0,0.0,10.0,2.0,3.0,9.0,3559876.0
172647,5,0,7de5ed94f40388a256095e8cceaf4308a87bb02e6ff7820fe8d094e81bf33501,3.0,17.0,1946518.0,3.0,3.0,1.0,2.0,2.0,0.0,4.0,0.0,1.0,3.0,436865.0
172020,5,0,d2085430c1ecf2de1dee543d55341dbbf3d394321220630d7c2e6d08a199791c,3.0,19.0,1120943.0,4.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,217665.0
171994,5,0,1a3efa69705f611c7ef2384a715c8142e2ee801cfec9df4eb21131c33fc247a7,3.0,9.0,3634343.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,238.0
172474,5,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,713258.0,4.0,14.0,2.0,0.0,16.0,0.0,4.0,12.0,0.0,16.0,30041.0
172551,5,0,f0b0796fc7cd3d2ec8877d1e730770b37c95fa9772b8ef334db3d7553483c9b3,3.0,19.0,2355972.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,725.0
172457,5,0,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,1266839.0,4.0,288.0,60.0,0.0,348.0,0.0,72.0,276.0,0.0,348.0,1661920.0
171960,5,0,a39fea9aec90969fe66a2b2b4d1b86368a2d38e8b8d4bfeb016d17b16f37a8d8,3.0,12.0,241719.0,3.0,52.0,2.0,0.0,54.0,0.0,45.0,9.0,0.0,54.0,414467.0
172657,5,0,8f1a0bdbf27993bc48d1e1b00396f0816606959dd6702ce103465c3af2e99239,1.0,19.0,139434.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,29764.0
172032,5,0,75d3d75506267e8c03152d9194b2cf0c2cb4232c886bf59dd09cf805f8e4afa0,3.0,9.0,291010.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,7344.0
172649,5,0,38fef11651b53f30c0b549f3e36a9fcc4d129153bd53bc247bf8842641a27479,2.0,12.0,112153.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,160908.0
172239,5,0,de8767b968a9a6a2436eccf3c0c1b434472f5678501fb8f9e84c6b03958be36b,3.0,12.0,11024.0,2.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,285843.0
172550,5,0,975097be18a4d1e91d7b725aead4cf190f532896b42d886469ca91f0454c5581,1.0,19.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,23801.0
172014,5,0,bbd08afbcc269f4f1c41f7d821330fd84bc8126e4a1b06fa5f280128f3962211,3.0,19.0,2210769.0,6.0,2.0,4.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,18409.0
172539,5,0,9a1b8b6f1e57ba6b7c61bfbd898e9b115c3a8df02819c47947ca76f2c64b1b5d,3.0,9.0,103230.0,5.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,32027.0
172039,5,0,6f5ca5e877aafd2923a46b6279cdd6dfe7fe3e31e6ff18cd1417d3ab6ddc2372,3.0,16.0,838124.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12490.0
172138,5,0,36a4eb2973ced2ee87441a53dd7989d31e3da2af95360197a6fac9bd6f9f5389,1.0,12.0,1640005.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6393.0
172049,5,0,2d1e267400087bb59c05708d9f36894ba257000377e67c42a00701dd45af9746,1.0,18.0,83456.0,3.0,14.0,1.0,0.0,15.0,0.0,2.0,13.0,0.0,15.0,27602.0
172443,5,0,94ccc13cdc593e185542e9de2e9bfa35ff2ad903bdcbf0a792ef99097badfda3,3.0,8.0,2375889.0,5.0,2.0,3.0,1.0,4.0,0.0,4.0,1.0,4.0,1.0,348676.0
172019,5,0,c7424815baa4c55e85ec8b4920ecd71dffbd7f92edb08c2bac6ad0598d3f2538,1.0,17.0,118903.0,4.0,2.0,11.0,5.0,8.0,0.0,12.0,1.0,0.0,13.0,576951.0
172481,5,0,c121e5163d534845ad9f090fe7a77225ad592a814495320d56415a2447d5ede7,3.0,12.0,419954.0,3.0,1.0,4.0,1.0,4.0,0.0,5.0,0.0,3.0,2.0,259580.0
172674,5,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,1.0,1.0,1279030.0,2.0,3.0,3.0,0.0,6.0,0.0,4.0,2.0,0.0,6.0,40582.0
172542,5,0,11314e91480007d8e660b13a629f7d654dc3436904076554ea60c80646cca900,1.0,13.0,960810.0,3.0,1.0,11.0,1.0,11.0,0.0,12.0,0.0,0.0,12.0,31800.0
172664,5,0,df687b19349040a877e7dcbfdee38d1b26286dc0fb37cb02774049dcff2b473d,1.0,19.0,71303.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,18835.0
172377,5,0,95a6c0fd787a7f03473b58897e0d696d4ba27c61003f9277493d438798c7191a,3.0,17.0,24379.0,3.0,3.0,3.0,1.0,5.0,0.0,6.0,0.0,2.0,4.0,812454.0
172240,5,0,27bd6a2415f5812d7050fd8d5346877e8c294c6940f1eaf934a9063437f940cc,1.0,19.0,27246.0,3.0,2.0,2.0,0.0,4.0,0.0,3.0,1.0,1.0,3.0,32968.0
172507,5,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,5.0,7.0,0.0,12.0,0.0,12.0,0.0,0.0,12.0,1735057.0
172053,5,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,423885.0,3.0,2.0,3.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,22200.0
172035,5,0,a10ab33f90926fb18d7bb5e78034d7f04a1fbed95b7951eae08d57158323de9a,3.0,12.0,2717416.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,139209.0
172061,5,0,1e598f26a41d0d72d6dbf0687dea8b20b6daf55dcb6de44f0c1fcbd71f3c4a85,2.0,19.0,77342.0,2.0,2.0,8.0,0.0,10.0,0.0,7.0,3.0,0.0,10.0,15687.0
172510,5,0,194a443b1f75ed891fb12220ca0574f1c9c653abe3a7868b9b19eaa25bae66be,1.0,12.0,73952.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,49285.0
172596,5,0,6d6dafd793fdc978f41d2c37dd9c1121c3673ffb6b1bf1121e84f1f1596bb93a,1.0,5.0,4141.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1543.0
172490,5,0,f52f83fcc2cf076b66d5a9149b9935021d1d67c99c61124db350dbd229df75ae,3.0,12.0,6416.0,4.0,7.0,6.0,0.0,13.0,0.0,8.0,5.0,2.0,11.0,3487823.0
172016,5,0,972ee157e63316e8a50dd489bc93730a3ee8a8959d5c6b7f9742ee5caba62cb8,1.0,17.0,375576.0,4.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,2433.0
172554,5,0,c8a808343cceb65e3ca94860106d4c702184360ecc71a29afe80ab9e9c5934d1,3.0,17.0,679265.0,6.0,1.0,7.0,6.0,2.0,0.0,7.0,1.0,2.0,6.0,77075.0
172612,5,0,0e0fb825e510abdeea0c0678ac190d33b8d6874aadbf25c898378e0e0a07cd7b,1.0,19.0,859615.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,31.0,1.0,3628777.0
172715,5,0,8173686f4ba325ede4f56f61f86a68298f3bb7ce47e3d4ea2c928ce16821e3ab,3.0,12.0,266339.0,4.0,3.0,3.0,3.0,3.0,0.0,6.0,0.0,1.0,5.0,5361645.0
172201,5,0,743e05bb2807fdfbfb2ad5b94f9e93f0ac4857349e7c535686d44846a41cb808,1.0,19.0,59552.0,4.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,0.0,26.0,4127083.0
172548,5,0,c27dd723daf9db93808c51343db6c099a67d8a7734d689dfb8d351e41a9f5d4b,1.0,19.0,18576380.0,6.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,54.0
172238,5,0,24b504af6227e49b341cfc93e80fdda3465a8c9aa8a88bab4d4e6232f8c15778,1.0,9.0,1461.0,3.0,6.0,4.0,5.0,5.0,0.0,9.0,1.0,0.0,10.0,113070.0
