alert_key,date,sar_flag,cust_id,risk_rank,occupation_code,total_asset,AGE,trans_no1,trans_no2,trans_no3,trans_no4,trans_no5,trade_amount_usd
174863,8,0,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,17.0,1186549.0,3.0,1.0,0.0,0.0,0.0,0.0,882.0
175004,8,0,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,1.0,18.0,52869.0,3.0,1.0,0.0,0.0,0.0,0.0,55107.0
174838,8,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,122278.0,3.0,2.0,0.0,0.0,0.0,0.0,16954.0
174855,8,0,c93dbda1ee94ea83accb88a5d5703419f02d1f34396d3a2e0335607760173912,1.0,17.0,494037.0,3.0,1.0,0.0,0.0,0.0,0.0,3168.0
175140,8,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,1.0,0.0,0.0,0.0,0.0,35492.0
174867,8,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,423885.0,3.0,0.0,0.0,0.0,0.0,1.0,18017.0
176809,11,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,348147.0,2.0,0.0,0.0,0.0,0.0,2.0,29337.0
176760,11,0,04b4dab6fac263b0c917eea00669abeb0fda70796c18c0f51a7c7321e990927c,2.0,12.0,422103.0,3.0,1.0,0.0,0.0,0.0,0.0,12430.0
176751,11,0,ec6a2d6c5e0a6cd0ca6e467035305ecc76592c4f1885a291fcf8c21e9d0d654f,1.0,17.0,224097.0,3.0,1.0,0.0,0.0,0.0,0.0,72399.0
177661,11,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,3.0,1.0,1279030.0,2.0,1.0,0.0,0.0,0.0,0.0,61197.0
177373,11,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,122278.0,3.0,1.0,0.0,0.0,0.0,0.0,44433.0
175999,11,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,1.0,0.0,0.0,0.0,0.0,35452.0
176817,11,0,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,1.0,18.0,52869.0,3.0,1.0,0.0,0.0,0.0,0.0,55068.0
177582,11,0,c21a7afae1f2f79fcf2baa003ce8d43b90d200bfcda4e07165e4029e38840854,2.0,12.0,16017.0,3.0,1.0,0.0,0.0,0.0,0.0,5520.0
177464,11,0,5af5081850be4cfd36d8b7f86922263acdd6964197d2cdecdebfdb3ee9badc3c,3.0,19.0,3892.0,3.0,1.0,0.0,0.0,0.0,0.0,842.0
176778,11,0,faa44b595acf60f21e4859d13a993b1a958c59a2d532599d502ca7ad19c007e0,2.0,13.0,33574.0,2.0,1.0,0.0,0.0,0.0,0.0,6000.0
177814,12,0,6913d22c4930e06ee54fb6336d3f78def2ccc5a9c58be629571bb6f89c9d04d2,1.0,19.0,10876.0,2.0,1.0,0.0,0.0,0.0,0.0,17535.0
177796,12,0,fa81ef21a193bae90d014d04235a71e7dda88c5bfa6597b5158bbc746e7ae3f4,1.0,12.0,1093612.0,5.0,1.0,0.0,0.0,0.0,0.0,6217.0
177979,12,0,b5682d7daf663b469294340258701dd3febf795648bab8b43608698a751877da,3.0,5.0,167773.0,2.0,1.0,0.0,0.0,0.0,0.0,16243.0
178208,12,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,3.0,1.0,1279030.0,2.0,1.0,0.0,0.0,0.0,0.0,166763.0
177816,12,0,faa44b595acf60f21e4859d13a993b1a958c59a2d532599d502ca7ad19c007e0,2.0,13.0,33574.0,2.0,1.0,0.0,0.0,0.0,0.0,3021.0
178003,12,0,c93dbda1ee94ea83accb88a5d5703419f02d1f34396d3a2e0335607760173912,1.0,17.0,494037.0,3.0,1.0,0.0,0.0,0.0,0.0,6346.0
177809,12,0,04b4dab6fac263b0c917eea00669abeb0fda70796c18c0f51a7c7321e990927c,2.0,12.0,422103.0,3.0,1.0,0.0,0.0,0.0,0.0,12442.0
178188,12,0,cac91b35743cca75def6fba7969bd1ce9942bbb8b856af312e1b9e3216df8b91,2.0,9.0,2073703.0,4.0,0.0,0.0,0.0,0.0,1.0,2901.0
177823,12,0,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,1.0,18.0,52869.0,3.0,1.0,0.0,0.0,0.0,0.0,55087.0
177826,12,0,852a20ec5560935d3f2e3381c1a077a6bc0a4012b13b255ba0ff2a660d150860,3.0,19.0,295743.0,3.0,1.0,0.0,0.0,0.0,0.0,11918.0
179206,13,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,348147.0,2.0,0.0,0.0,0.0,0.0,1.0,6879.0
179029,13,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,122278.0,3.0,1.0,0.0,0.0,0.0,0.0,45716.0
179086,13,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1.0,19.0,5476.0,3.0,1.0,0.0,0.0,0.0,0.0,53488.0
179624,13,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,3.0,1.0,1279030.0,2.0,1.0,0.0,0.0,0.0,0.0,231712.0
179209,13,0,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,1.0,18.0,52869.0,3.0,1.0,0.0,0.0,0.0,0.0,55087.0
178596,13,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,1.0,0.0,0.0,0.0,0.0,35461.0
178615,13,0,b5682d7daf663b469294340258701dd3febf795648bab8b43608698a751877da,3.0,5.0,167773.0,2.0,1.0,0.0,0.0,0.0,0.0,9189.0
179148,13,0,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,17.0,1186549.0,3.0,1.0,0.0,0.0,0.0,0.0,11320.0
179570,13,0,c21a7afae1f2f79fcf2baa003ce8d43b90d200bfcda4e07165e4029e38840854,2.0,12.0,16017.0,3.0,1.0,0.0,0.0,0.0,0.0,3500.0
179156,13,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,423885.0,3.0,1.0,0.0,0.0,0.0,0.0,27356.0
179053,13,0,d691c943a00a5db3c9fd102afcd76b63d69f911f6c80e821814a115a74ef4a92,3.0,12.0,347055.0,5.0,0.0,0.0,0.0,0.0,1.0,137193.0
179190,13,0,04b4dab6fac263b0c917eea00669abeb0fda70796c18c0f51a7c7321e990927c,2.0,12.0,422103.0,3.0,1.0,0.0,0.0,0.0,0.0,12473.0
179194,13,0,6913d22c4930e06ee54fb6336d3f78def2ccc5a9c58be629571bb6f89c9d04d2,1.0,19.0,10876.0,2.0,1.0,0.0,0.0,0.0,0.0,17550.0
180153,14,0,3ed1315c2d035d191ecd6a514869f8a56c85847428f5d9c344e64b29e14edbdb,3.0,19.0,246675.0,4.0,1.0,0.0,0.0,0.0,0.0,12466.0
179761,14,0,f91111b92b3274e91984b1ba57729d600ce082391ed3564bfdd7f9a4a74ca12b,1.0,19.0,541.0,4.0,1.0,0.0,0.0,0.0,0.0,54956.0
179772,14,0,04b4dab6fac263b0c917eea00669abeb0fda70796c18c0f51a7c7321e990927c,2.0,12.0,422103.0,3.0,1.0,0.0,0.0,0.0,0.0,12481.0
180074,14,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,1.0,0.0,0.0,0.0,0.0,37248.0
179757,14,0,fa81ef21a193bae90d014d04235a71e7dda88c5bfa6597b5158bbc746e7ae3f4,1.0,12.0,1093612.0,5.0,1.0,0.0,0.0,0.0,0.0,6236.0
179783,14,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,348147.0,2.0,0.0,0.0,0.0,0.0,1.0,16540.0
179773,14,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,1.0,19.0,15116.0,3.0,1.0,0.0,0.0,0.0,0.0,52995.0
179785,14,0,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,1.0,18.0,52869.0,3.0,1.0,0.0,0.0,0.0,0.0,55146.0
179791,14,0,acfafec7fa10cedb5e4ad622949be551695f67aed79d90765af5a2a96d933375,1.0,12.0,20860.0,3.0,1.0,0.0,0.0,0.0,0.0,7262.0
180231,14,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,3.0,1.0,1279030.0,2.0,1.0,0.0,0.0,0.0,0.0,250997.0
179774,14,0,6913d22c4930e06ee54fb6336d3f78def2ccc5a9c58be629571bb6f89c9d04d2,1.0,19.0,10876.0,2.0,1.0,0.0,0.0,0.0,0.0,45799.0
180091,14,0,b5682d7daf663b469294340258701dd3febf795648bab8b43608698a751877da,3.0,5.0,167773.0,2.0,1.0,0.0,0.0,0.0,0.0,16638.0
179967,14,0,95a6c0fd787a7f03473b58897e0d696d4ba27c61003f9277493d438798c7191a,3.0,17.0,24379.0,3.0,1.0,0.0,0.0,0.0,0.0,15553.0
179732,14,0,d5f7f8e8a2f3f7304b6c5ac360d30f15cb770c5461903c443ff61505ce3f30b6,2.0,17.0,70427.0,6.0,0.0,0.0,0.0,0.0,1.0,108310.0
180396,15,0,f91111b92b3274e91984b1ba57729d600ce082391ed3564bfdd7f9a4a74ca12b,1.0,19.0,541.0,4.0,1.0,0.0,0.0,0.0,0.0,56180.0
180548,15,0,b5682d7daf663b469294340258701dd3febf795648bab8b43608698a751877da,3.0,5.0,167773.0,2.0,1.0,0.0,0.0,0.0,0.0,24468.0
180403,15,0,ec6a2d6c5e0a6cd0ca6e467035305ecc76592c4f1885a291fcf8c21e9d0d654f,1.0,17.0,224097.0,3.0,1.0,0.0,0.0,0.0,0.0,18183.0
180414,15,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,348147.0,2.0,0.0,0.0,0.0,0.0,2.0,20562.0
180837,15,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,3.0,1.0,1279030.0,2.0,1.0,0.0,0.0,0.0,0.0,141529.0
180408,15,0,faa44b595acf60f21e4859d13a993b1a958c59a2d532599d502ca7ad19c007e0,2.0,13.0,33574.0,2.0,1.0,0.0,0.0,0.0,0.0,6008.0
180538,15,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,1.0,0.0,0.0,0.0,0.0,41992.0
180407,15,0,6913d22c4930e06ee54fb6336d3f78def2ccc5a9c58be629571bb6f89c9d04d2,1.0,19.0,10876.0,2.0,1.0,0.0,0.0,0.0,0.0,49377.0
180405,15,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,1.0,19.0,15116.0,3.0,1.0,0.0,0.0,0.0,0.0,47140.0
180417,15,0,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,1.0,18.0,52869.0,3.0,1.0,0.0,0.0,0.0,0.0,55262.0
180400,15,0,45f3fe15d8f9824b5987dd714b0a2087ab09ffc7a929b2d52b3e341d668582b0,2.0,3.0,514822.0,4.0,0.0,0.0,0.0,0.0,1.0,17028.0
180674,15,0,c93dbda1ee94ea83accb88a5d5703419f02d1f34396d3a2e0335607760173912,1.0,17.0,494037.0,3.0,1.0,0.0,0.0,0.0,0.0,3185.0
180489,15,0,79c0f12d366bd5586cceed25f94f366d57cfbe2d59e4c3d6c7a04e3d07be8c97,1.0,4.0,35829293.0,7.0,2.0,0.0,0.0,0.0,0.0,48483.0
181023,18,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,348147.0,2.0,0.0,0.0,0.0,0.0,1.0,9742.0
181001,18,0,f91111b92b3274e91984b1ba57729d600ce082391ed3564bfdd7f9a4a74ca12b,1.0,19.0,541.0,4.0,1.0,0.0,0.0,0.0,0.0,69348.0
181008,18,0,ec6a2d6c5e0a6cd0ca6e467035305ecc76592c4f1885a291fcf8c21e9d0d654f,1.0,17.0,224097.0,3.0,1.0,0.0,0.0,0.0,0.0,51539.0
181452,18,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,3.0,1.0,1279030.0,2.0,1.0,0.0,0.0,0.0,0.0,252108.0
181031,18,0,acfafec7fa10cedb5e4ad622949be551695f67aed79d90765af5a2a96d933375,1.0,12.0,20860.0,3.0,1.0,0.0,0.0,0.0,0.0,6786.0
181017,18,0,faa44b595acf60f21e4859d13a993b1a958c59a2d532599d502ca7ad19c007e0,2.0,13.0,33574.0,2.0,1.0,0.0,0.0,0.0,0.0,1441.0
181024,18,0,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,1.0,18.0,52869.0,3.0,1.0,0.0,0.0,0.0,0.0,55595.0
181029,18,0,852a20ec5560935d3f2e3381c1a077a6bc0a4012b13b255ba0ff2a660d150860,3.0,19.0,295743.0,3.0,1.0,0.0,0.0,0.0,0.0,12049.0
180996,18,0,fa81ef21a193bae90d014d04235a71e7dda88c5bfa6597b5158bbc746e7ae3f4,1.0,12.0,1093612.0,5.0,1.0,0.0,0.0,0.0,0.0,6253.0
181151,18,0,79c0f12d366bd5586cceed25f94f366d57cfbe2d59e4c3d6c7a04e3d07be8c97,1.0,4.0,35829293.0,7.0,1.0,0.0,0.0,0.0,0.0,18014.0
181124,18,0,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,17.0,1186549.0,3.0,1.0,0.0,0.0,0.0,0.0,16734.0
181011,18,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,1.0,19.0,15116.0,3.0,1.0,0.0,0.0,0.0,0.0,74570.0
181013,18,0,6913d22c4930e06ee54fb6336d3f78def2ccc5a9c58be629571bb6f89c9d04d2,1.0,19.0,10876.0,2.0,1.0,0.0,0.0,0.0,0.0,77998.0
181286,18,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,1.0,0.0,0.0,0.0,0.0,55324.0
181147,18,0,95a6c0fd787a7f03473b58897e0d696d4ba27c61003f9277493d438798c7191a,3.0,17.0,24379.0,3.0,1.0,0.0,0.0,0.0,0.0,18055.0
181757,19,0,ec6a2d6c5e0a6cd0ca6e467035305ecc76592c4f1885a291fcf8c21e9d0d654f,1.0,17.0,224097.0,3.0,2.0,0.0,0.0,0.0,0.0,68279.0
182034,19,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,3.0,1.0,1279030.0,2.0,1.0,0.0,0.0,0.0,0.0,198307.0
181933,19,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,1.0,0.0,0.0,0.0,0.0,56493.0
181770,19,0,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,1.0,18.0,52869.0,3.0,1.0,0.0,0.0,0.0,0.0,55753.0
181605,19,0,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,1.0,17.0,122278.0,3.0,1.0,0.0,0.0,0.0,0.0,50032.0
181776,19,0,acfafec7fa10cedb5e4ad622949be551695f67aed79d90765af5a2a96d933375,1.0,12.0,20860.0,3.0,1.0,0.0,0.0,0.0,0.0,4263.0
181774,19,0,852a20ec5560935d3f2e3381c1a077a6bc0a4012b13b255ba0ff2a660d150860,3.0,19.0,295743.0,3.0,1.0,0.0,0.0,0.0,0.0,12039.0
181767,19,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,348147.0,2.0,0.0,0.0,0.0,0.0,2.0,29489.0
181763,19,0,6913d22c4930e06ee54fb6336d3f78def2ccc5a9c58be629571bb6f89c9d04d2,1.0,19.0,10876.0,2.0,1.0,0.0,0.0,0.0,0.0,17750.0
182014,19,0,c21a7afae1f2f79fcf2baa003ce8d43b90d200bfcda4e07165e4029e38840854,2.0,12.0,16017.0,3.0,1.0,0.0,0.0,0.0,0.0,5636.0
181861,19,0,5e7c4519b8e9eb7e275fcc5b273c2e18c6152eb0d6882060af4bf54d5bc86089,1.0,12.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,65202.0
181633,19,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,423885.0,3.0,1.0,0.0,0.0,0.0,0.0,17122.0
181625,19,0,c93dbda1ee94ea83accb88a5d5703419f02d1f34396d3a2e0335607760173912,1.0,17.0,494037.0,3.0,1.0,0.0,0.0,0.0,0.0,6393.0
182339,20,0,ec6a2d6c5e0a6cd0ca6e467035305ecc76592c4f1885a291fcf8c21e9d0d654f,1.0,17.0,224097.0,3.0,1.0,0.0,0.0,0.0,0.0,51539.0
182361,20,0,acfafec7fa10cedb5e4ad622949be551695f67aed79d90765af5a2a96d933375,1.0,12.0,20860.0,3.0,2.0,0.0,0.0,0.0,0.0,11626.0
182333,20,0,f91111b92b3274e91984b1ba57729d600ce082391ed3564bfdd7f9a4a74ca12b,1.0,19.0,541.0,4.0,1.0,0.0,0.0,0.0,0.0,73055.0
182585,20,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,3.0,1.0,1279030.0,2.0,1.0,0.0,0.0,0.0,0.0,252108.0
182340,20,0,04b4dab6fac263b0c917eea00669abeb0fda70796c18c0f51a7c7321e990927c,2.0,12.0,422103.0,3.0,1.0,0.0,0.0,0.0,0.0,12549.0
182343,20,0,3513b38b20fd02573807e4a414ed7341e3bd0844fc525d5294adae63e5c61af2,1.0,19.0,15116.0,3.0,1.0,0.0,0.0,0.0,0.0,47768.0
182347,20,0,6913d22c4930e06ee54fb6336d3f78def2ccc5a9c58be629571bb6f89c9d04d2,1.0,19.0,10876.0,2.0,1.0,0.0,0.0,0.0,0.0,49710.0
182452,20,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,1.0,0.0,0.0,0.0,0.0,39491.0
182202,20,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,423885.0,3.0,1.0,0.0,0.0,0.0,0.0,18065.0
182559,20,0,c21a7afae1f2f79fcf2baa003ce8d43b90d200bfcda4e07165e4029e38840854,2.0,12.0,16017.0,3.0,1.0,0.0,0.0,0.0,0.0,3945.0
