alert_key,date,cust_id,risk_rank,occupation_code,total_asset,AGE,debit,credit,tx_type1,tx_type2,tx_type3,n_cross_bank,cross_bank,n_ATM,ATM,amt
357287,370,65c3ba8b8e412d0006881b3208a4dddee7c2b17f24cb6f2990530eb3d5a21407,1.0,9.0,495.0,3.0,5.0,1.0,2.0,4.0,0.0,6.0,0.0,3.0,3.0,71836.0
357849,370,48b497733cbde3d4563010004e854d49d2719cc031834843920f2565e97237a3,1.0,9.0,1579155.0,6.0,4.0,1.0,0.0,5.0,0.0,3.0,2.0,3.0,2.0,57964.0
357292,370,80053cd4375c8c9b3d3c5bf52a023433fdf969633e64c23b8f8ec5fe49ce8673,1.0,9.0,19286.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,9560.0
357510,370,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1.0,17.0,114439.0,2.0,4.0,3.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,703623.0
357889,370,462b0f3ea421c13cca6494f85b0f625dba44dae33a728544680d7e2212e92d8a,3.0,17.0,554705.0,3.0,4.0,1.0,3.0,0.0,2.0,5.0,0.0,3.0,2.0,16000.0
357282,370,870252ba9d2d6cb4433ce4718b80b2e69cf73adcc7e92657e8383e2f281cc13c,3.0,12.0,876408.0,3.0,4.0,3.0,0.0,7.0,0.0,6.0,1.0,0.0,7.0,525513.0
357656,370,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,226357.0,5.0,2.0,4.0,0.0,6.0,0.0,5.0,1.0,0.0,6.0,3926326.0
357841,370,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,390912.0,4.0,316.0,76.0,0.0,392.0,0.0,116.0,276.0,0.0,392.0,1534760.0
357320,370,47a8c256c1df3f3560a69d3b91225cb78a52faf554854f63c79759d5f5cb27bb,1.0,19.0,244739.0,5.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,323758.0
357259,370,26f9c42152c84070db0e24dded8fba3d72cf5369e3d841a3c6abd5dea2871f44,1.0,15.0,279243.0,5.0,2.0,5.0,0.0,7.0,0.0,7.0,0.0,4.0,3.0,1711031.0
357705,370,e9f1eb29fee8332320ab602ec60bd9f807e6b1a86f3a5cd40d87a9acd4cf8be4,1.0,16.0,39739.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,101695.0
357304,370,5a8119fd3c9443d288c197886597ffdb9cd2e7359081db092e3e0ee14af21560,1.0,17.0,925636.0,2.0,10.0,2.0,8.0,4.0,0.0,11.0,1.0,0.0,12.0,134510.0
357275,370,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,3.0,5.0,0.0,8.0,0.0,8.0,0.0,2.0,6.0,24614.0
357441,370,9586b80d3ad1d74c0a1efe792cae2ecd073243fb01ed33fa1f70867748596bd5,3.0,3.0,262604.0,6.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,179430.0
357706,370,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,12.0,2285386.0,3.0,6.0,5.0,0.0,11.0,0.0,7.0,4.0,0.0,11.0,161802.0
357670,370,9e69ce9ccd13ab3ce7ac24c4b4e8a8f4e722de73b0e70be4f850a6d78cc2b261,1.0,9.0,2218347.0,5.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,7520.0
357221,370,2beeaa0f25506a7770a6cf4a1a1cba58475d15b2a6cc11b10c4be24a177bcdb1,1.0,17.0,90453.0,2.0,5.0,7.0,0.0,12.0,0.0,11.0,1.0,1.0,11.0,718226.0
357313,370,b85d0a2e03dd24bee012fee7df3e88476b6ed3aadfde1a73618551723813d18a,1.0,17.0,20632.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,0.0,4.0,1395007.0
357493,370,115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,1.0,19.0,153711.0,2.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,69215.0
357297,370,7dc5256ef411c745dc3064da2f231c104ca270f564d3d0d057943f0cdd62ab70,1.0,9.0,332834.0,2.0,1.0,3.0,3.0,1.0,0.0,4.0,0.0,1.0,3.0,1995643.0
357717,370,fef9844c072dca4a611ca877becb3763580178b6cf3665d70619cbca56baac71,1.0,5.0,1836187.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,522.0
357341,370,ff483c74ef2977bfcf04be0a79363af72d1812aac9ce1fcdf671b4433218f6ad,2.0,17.0,41066.0,3.0,10.0,6.0,0.0,16.0,0.0,14.0,2.0,0.0,16.0,78068.0
357233,370,ef69202db6a2dec5d06ae75f12731ca127d9005f279106596101dc6c0a32d5c6,1.0,19.0,8110712.0,6.0,4.0,5.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,717154.0
357498,370,3b2d46248f7275197706cec8b10b82ffdcf48b71aa3ae09f070a8fd5c3511d56,1.0,12.0,105601.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,43373.0
357682,370,098cdef7ce63ba45aa14b481f041d9fce5f99b9fdf2da0d625a61b752cfdaae3,2.0,18.0,1766292.0,4.0,3.0,9.0,2.0,10.0,0.0,11.0,1.0,9.0,3.0,29168.0
357862,370,c8f1c3a3c9fc27c4d693049ab77abc84766ddc8081b37019b13b8366fffc8984,1.0,11.0,241192.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2722.0
357887,370,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,18536.0
357506,370,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1.0,2.0,444392.0,3.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,172495.0
357274,370,dbee350e71c49ae8d3b637e0b83f53d96cd1f15101a48c90d9f7dba3830565d3,1.0,19.0,18275.0,4.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1389293.0
357700,370,a8cd2bd717a2c59a3849c0c60c05c2437423522993e562faf665fadc8d119aa1,1.0,19.0,1646014.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8790.0
357509,370,af44e752f63f8e447bc6fdac56d364a2f22eabbdbbefc4e3573905618f811eb8,1.0,15.0,242106.0,4.0,2.0,5.0,0.0,7.0,0.0,6.0,1.0,0.0,7.0,941.0
357893,370,891aa3687ff0b73637f88ad06d51247d6dd1d64f86e61a3ebc9e2c494d77a9f8,3.0,17.0,84272.0,3.0,11.0,4.0,3.0,12.0,0.0,4.0,11.0,0.0,15.0,73208.0
357307,370,1d69b4daf9c5c8b8d68b1776193b6e80bf2e84c999d0387d2866830d4848bf75,1.0,4.0,2588452.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1573.0
357261,370,74214c478dc6519fbefe4bc31693865bdcd698ab974b6435bb8fa842a3ed4fd8,3.0,15.0,201906.0,5.0,4.0,7.0,0.0,11.0,0.0,10.0,1.0,2.0,9.0,59301.0
357671,370,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,3.0,18.0,1770992.0,3.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,4845.0
357324,370,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1.0,12.0,296610.0,3.0,0.0,6.0,0.0,6.0,0.0,5.0,1.0,0.0,6.0,26302.0
357513,370,67f5cb11e82fbee902dbb29f52e5b40e87acc4f9d28916b6a89603c050ecedbe,3.0,12.0,145855.0,3.0,4.0,2.0,0.0,6.0,0.0,5.0,1.0,2.0,4.0,476599.0
357688,370,5d3c5da23fae656a2262ea08952b23a5db776dbb9d254c51b1e8ede77ca44a79,1.0,17.0,1303170.0,5.0,3.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,849540.0
357455,370,54c04f1809054b1558b09dea4679810db1224205e3efb0fa11bf38b6381a9c9f,3.0,16.0,110515.0,5.0,2.0,3.0,3.0,2.0,0.0,3.0,2.0,0.0,5.0,72375.0
357709,370,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1.0,3.0,96316.0,3.0,2.0,5.0,0.0,7.0,0.0,4.0,3.0,0.0,7.0,5275300.0
357885,370,75209ea8acb3016637a902b530fd2ce4c12981f4edeaa637c2a372cbc44833e6,1.0,18.0,935117.0,3.0,2.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,3.0,259861.0
357871,370,c2ad0ccf7c4349a266c4970482a28c024b341e5e490d0de780a34bbc05e54602,1.0,14.0,2886933.0,4.0,1.0,5.0,3.0,3.0,0.0,5.0,1.0,2.0,4.0,99757.0
357788,370,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,1.0,19.0,83133.0,3.0,34.0,4.0,3.0,35.0,0.0,9.0,29.0,0.0,38.0,23058246.0
357442,370,b01aea4682b7939196d577f79f9190028ff2aaa7157db99a5a6ddafe9da1e512,3.0,12.0,67019.0,5.0,7.0,8.0,3.0,12.0,0.0,9.0,6.0,0.0,15.0,410190.0
357527,370,987fa9033f6d7d6750dac714e178516755e75bd87dcedaee5dea1d08386a7104,1.0,18.0,272935.0,2.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,617502.0
357863,370,454ff504b670c3fdf92087d6c44fe2b33211f19920badbf8c55341ee36255a27,1.0,17.0,575493.0,4.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,33012.0
357883,370,77c055d632ba89189e7bb668642ec7a3d8d7e2f74dbd45ab7dc6c523b6ca9e90,1.0,1.0,1826528.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,30973.0
357222,370,b212d14cb35676926682b2cf849e295d948888f556c07e854c4cdad9f32f5084,1.0,2.0,98177.0,2.0,3.0,3.0,0.0,6.0,0.0,5.0,1.0,0.0,6.0,216902.0
357482,370,cbae27ede30fb485f5632fea768f4b999df95cdad39c91f359155d8ec6e099b3,1.0,15.0,200812.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,68570.0
357347,370,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1.0,9.0,367478.0,3.0,3.0,3.0,0.0,6.0,0.0,4.0,2.0,0.0,6.0,879543.0
357856,370,fc209a9b988e9cbdbd06cb8cd302c340919bb441fe343a66ac494d84b8038852,3.0,9.0,832933.0,5.0,1.0,4.0,2.0,3.0,0.0,5.0,0.0,1.0,4.0,10680.0
357882,370,36f7dc57b79afe7d7a7066ac1a5a63edf2b77bec279c55a58a56b1a294833791,1.0,19.0,7647920.0,3.0,5.0,4.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,73480.0
357466,370,9f9129c2a9e1158e3ebe50f9ed59970c0524650a05959b6388c7b0ff8e617233,2.0,9.0,104330.0,4.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,233674.0
357278,370,9df84862272aa8b1d36b2c9574aedf16b03c1737e136b923095c373bcce2328d,3.0,17.0,173255.0,4.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,152803.0
357693,370,605be1af0245f872d8adc5b5e23cafb27a4de11247dd07d90ea0b79f1da191de,1.0,18.0,58111.0,3.0,3.0,3.0,0.0,6.0,0.0,5.0,1.0,4.0,2.0,284196.0
357319,370,df42bae372d9c5b97514e35ea7b4752e8b4f1b45a7069caeabe4032d479fc959,3.0,13.0,54.0,2.0,50.0,8.0,0.0,58.0,0.0,6.0,52.0,0.0,58.0,4402906.0
357314,370,22e83e32b37bce957b29fb490584617829d437c1603fc0363f6f65c48382a388,3.0,19.0,56783.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,245425.0
