alert_key,date,cust_id,risk_rank,occupation_code,total_asset,AGE,lupay,cycam,usgam,clamt,csamt,inamt,cucsm,cucah
352660,365,da500130fbe4a29397af9a08e1dfdc2b646309a669d1b2796b2f28e5931b38d9,1.0,17.0,158772.0,5.0,30152.0,1011807.0,-20552.0,0.0,0.0,0.0,27242.0,0.0
352495,365,102e3ba50d2b335b71e881df9ef5fea70124a240e8b15c5a4c5c3eabac4605d1,3.0,14.0,927014.0,4.0,265366.0,180161.0,127962.0,0.0,0.0,14579.0,268708.0,0.0
352705,365,b600c0720096c241f5aec16b096c6a353492eee8a5855aa7f79d81390811d914,1.0,17.0,12207.0,2.0,315195.0,50806.0,40464.0,0.0,0.0,374.0,308156.0,0.0
352871,365,bdda3ef79c5f052fd281c9f28f50a25977444eceaf9751e4595fcb6099a48ea0,3.0,19.0,2390889.0,4.0,22117.0,202545.0,22400.0,0.0,0.0,0.0,22934.0,0.0
352508,365,63e2e1fa88378fa90d85547fe108eeee5045ba3252911f145a351b7b7661e3ea,1.0,12.0,59830.0,3.0,11506.0,177048.0,61907.0,0.0,0.0,5144.0,10133.0,0.0
352307,365,35efdb7f15d0e61d8eabda0871c91edd5602b7620852e286646589bf05fe08de,1.0,12.0,552065.0,3.0,9911.0,93609.0,62829.0,0.0,0.0,9512.0,9921.0,0.0
352472,365,26fc4ef92d434a5ff617236ded40fa5725432dc446efcc7915dd274606d2d856,1.0,19.0,18073.0,4.0,10904.0,513426.0,20680.0,0.0,0.0,0.0,19309.0,0.0
352291,365,83440058abcf5206ec03fd81ee3c0c943a33d1ab455a4631d1c52c80b2b3ad1d,1.0,17.0,182242.0,5.0,145215.0,1033231.0,217011.0,0.0,0.0,10828.0,141919.0,0.0
352470,365,d253f77ce816406296362e15aa64888080acc551e9c596098d9c78ffe52956a9,3.0,19.0,1889815.0,4.0,0.0,308771.0,0.0,0.0,0.0,0.0,0.0,0.0
352865,365,20198b84c0b319c0e9e16ed178194e0c7ebed40e4b8fabfcd7687f178e684d23,3.0,9.0,2144675.0,4.0,0.0,59657.0,0.0,0.0,0.0,0.0,0.0,0.0
357699,370,a62d70911e788d5fe609d2a7bb3ab800cb3c1ab4e923658fe066a9b3f225410a,3.0,1.0,2169802.0,2.0,5499.0,203252.0,9017.0,0.0,0.0,698.0,5516.0,0.0
357870,370,fb832de21bafdfae18e043fa51952a719900b74b51924d48d5079fb64c690882,1.0,18.0,601139.0,5.0,108760.0,304879.0,347506.0,66995.0,-43777.0,6532.0,59470.0,66995.0
357294,370,957d5902a36a5fe451647082dbb6e304ff545696857a23a4afce9a3df55c8e07,1.0,9.0,725369.0,5.0,1894.0,806038.0,2872.0,0.0,0.0,1084.0,1245.0,0.0
357499,370,36a46c60805d0ae7055cff9cff2bc0c655734aa326fdc67a0e4eced7373e70d0,1.0,4.0,2633.0,4.0,238561.0,400374.0,238967.0,0.0,0.0,0.0,238485.0,0.0
357448,370,6e837c07fc751f0971de57ff8df11c0cbbd59941fe22444fd9d5b36f7b1d3bd1,1.0,12.0,1915833.0,5.0,37931.0,410828.0,66304.0,0.0,0.0,10857.0,36825.0,0.0
357892,370,eb128554ce8d223883c90f1aa41355051fe62bc2c15e54bd019891c21ef1b782,3.0,13.0,309683.0,2.0,12635.0,50567.0,36121.0,0.0,0.0,7273.0,13759.0,459.0
357288,370,c32c123ce18c615db65347055b82fe319bd342da9507044c09e886e9482f9729,1.0,12.0,455159.0,5.0,63742.0,732725.0,105588.0,22545.0,-11272.0,12554.0,48175.0,22545.0
357849,370,48b497733cbde3d4563010004e854d49d2719cc031834843920f2565e97237a3,1.0,9.0,1579155.0,6.0,4163.0,301229.0,2938.0,0.0,0.0,0.0,2568.0,0.0
357292,370,80053cd4375c8c9b3d3c5bf52a023433fdf969633e64c23b8f8ec5fe49ce8673,1.0,9.0,19286.0,4.0,0.0,125828.0,-61.0,0.0,0.0,0.0,0.0,0.0
357510,370,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1.0,17.0,114439.0,2.0,9232.0,80998.0,29793.0,0.0,0.0,1144.0,12073.0,0.0
357656,370,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,226357.0,5.0,10936.0,104768.0,46781.0,0.0,0.0,1046.0,6769.0,0.0
357841,370,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,390912.0,4.0,50148.0,306239.0,39331.0,0.0,0.0,0.0,50983.0,0.0
357478,370,f051bc7a02f142468b29f1697e7db9ae324de2ceea67d55997cb8514f2fa5f32,1.0,18.0,19349365.0,4.0,77066.0,502737.0,144322.0,0.0,0.0,14906.0,76415.0,0.0
357905,370,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1.0,12.0,904.0,2.0,1847549.0,110460.0,26943.0,0.0,0.0,0.0,1825451.0,0.0
357259,370,26f9c42152c84070db0e24dded8fba3d72cf5369e3d841a3c6abd5dea2871f44,1.0,15.0,279243.0,5.0,90779.0,1044046.0,105657.0,0.0,0.0,5782.0,85681.0,0.0
357705,370,e9f1eb29fee8332320ab602ec60bd9f807e6b1a86f3a5cd40d87a9acd4cf8be4,1.0,16.0,39739.0,3.0,148386.0,204413.0,216138.0,0.0,0.0,0.0,145508.0,0.0
357304,370,5a8119fd3c9443d288c197886597ffdb9cd2e7359081db092e3e0ee14af21560,1.0,17.0,925636.0,2.0,10443.0,135061.0,10820.0,0.0,0.0,0.0,9191.0,0.0
357275,370,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,41792.0,150206.0,51700.0,0.0,0.0,0.0,43442.0,0.0
357441,370,9586b80d3ad1d74c0a1efe792cae2ecd073243fb01ed33fa1f70867748596bd5,3.0,3.0,262604.0,6.0,0.0,199106.0,0.0,0.0,0.0,0.0,0.0,0.0
357706,370,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,12.0,2285386.0,3.0,75015.0,119505.0,63617.0,0.0,0.0,1536.0,78771.0,0.0
357670,370,9e69ce9ccd13ab3ce7ac24c4b4e8a8f4e722de73b0e70be4f850a6d78cc2b261,1.0,9.0,2218347.0,5.0,3936.0,132935.0,6819.0,0.0,0.0,1444.0,3188.0,0.0
357221,370,2beeaa0f25506a7770a6cf4a1a1cba58475d15b2a6cc11b10c4be24a177bcdb1,1.0,17.0,90453.0,2.0,18112.0,100398.0,33898.0,0.0,0.0,4830.0,20745.0,0.0
357341,370,ff483c74ef2977bfcf04be0a79363af72d1812aac9ce1fcdf671b4433218f6ad,2.0,17.0,41066.0,3.0,10468.0,207836.0,14448.0,0.0,0.0,2087.0,9316.0,0.0
357682,370,098cdef7ce63ba45aa14b481f041d9fce5f99b9fdf2da0d625a61b752cfdaae3,2.0,18.0,1766292.0,4.0,0.0,100416.0,0.0,0.0,0.0,0.0,0.0,0.0
357862,370,c8f1c3a3c9fc27c4d693049ab77abc84766ddc8081b37019b13b8366fffc8984,1.0,11.0,241192.0,5.0,30381.0,505138.0,191513.0,0.0,0.0,29708.0,30417.0,0.0
357887,370,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,45076.0,517270.0,49501.0,0.0,0.0,0.0,46242.0,0.0
357506,370,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1.0,2.0,444392.0,3.0,4355.0,253818.0,5105.0,0.0,0.0,0.0,5094.0,0.0
357274,370,dbee350e71c49ae8d3b637e0b83f53d96cd1f15101a48c90d9f7dba3830565d3,1.0,19.0,18275.0,4.0,3574.0,143759.0,16632.0,0.0,0.0,369.0,15762.0,0.0
357507,370,2cd6ed53709e4ce81dd2f0a1a618446ccc1c75c058cb6026a055b09ec17d9ad6,1.0,5.0,6474.0,3.0,10947.0,154075.0,69142.0,0.0,0.0,9152.0,11113.0,0.0
357700,370,a8cd2bd717a2c59a3849c0c60c05c2437423522993e562faf665fadc8d119aa1,1.0,19.0,1646014.0,4.0,7321.0,51940.0,36020.0,0.0,0.0,5675.0,7237.0,0.0
357893,370,891aa3687ff0b73637f88ad06d51247d6dd1d64f86e61a3ebc9e2c494d77a9f8,3.0,17.0,84272.0,3.0,4232.0,30941.0,7705.0,0.0,0.0,1189.0,4300.0,0.0
357307,370,1d69b4daf9c5c8b8d68b1776193b6e80bf2e84c999d0387d2866830d4848bf75,1.0,4.0,2588452.0,3.0,319463.0,483264.0,238548.0,0.0,0.0,0.0,319881.0,0.0
357261,370,74214c478dc6519fbefe4bc31693865bdcd698ab974b6435bb8fa842a3ed4fd8,3.0,15.0,201906.0,5.0,6439.0,206512.0,198856.0,11119.0,-11119.0,0.0,3538.0,11119.0
357671,370,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,3.0,18.0,1770992.0,3.0,2150.0,300194.0,2480.0,0.0,0.0,0.0,2144.0,0.0
357324,370,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1.0,12.0,296610.0,3.0,326453.0,31873.0,39631.0,0.0,0.0,1853.0,323991.0,0.0
357513,370,67f5cb11e82fbee902dbb29f52e5b40e87acc4f9d28916b6a89603c050ecedbe,3.0,12.0,145855.0,3.0,176193.0,256502.0,213677.0,0.0,0.0,22957.0,169221.0,0.0
357688,370,5d3c5da23fae656a2262ea08952b23a5db776dbb9d254c51b1e8ede77ca44a79,1.0,17.0,1303170.0,5.0,33951.0,401073.0,95079.0,0.0,0.0,13260.0,25939.0,0.0
357709,370,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1.0,3.0,96316.0,3.0,350037.0,100410.0,91846.0,0.0,0.0,19435.0,351117.0,0.0
357885,370,75209ea8acb3016637a902b530fd2ce4c12981f4edeaa637c2a372cbc44833e6,1.0,18.0,935117.0,3.0,40598.0,258829.0,125811.0,0.0,0.0,10385.0,34774.0,0.0
357871,370,c2ad0ccf7c4349a266c4970482a28c024b341e5e490d0de780a34bbc05e54602,1.0,14.0,2886933.0,4.0,0.0,92667.0,0.0,0.0,0.0,0.0,0.0,0.0
357848,370,b9422d4859ef33d55311fc80d920af6e52a8f65e3f56b848525682ea99fdee87,1.0,12.0,2321.0,4.0,12303.0,50407.0,19307.0,0.0,0.0,2163.0,12731.0,0.0
357458,370,7309609845fb52332d716a6226261ad14d31f2785b5568550bc27d5271773228,1.0,19.0,8848.0,4.0,2801135.0,205770.0,-40281.0,0.0,0.0,0.0,2581913.0,0.0
357442,370,b01aea4682b7939196d577f79f9190028ff2aaa7157db99a5a6ddafe9da1e512,3.0,12.0,67019.0,5.0,27222.0,308857.0,287656.0,16829.0,593.0,0.0,26686.0,16829.0
357863,370,454ff504b670c3fdf92087d6c44fe2b33211f19920badbf8c55341ee36255a27,1.0,17.0,575493.0,4.0,1481.0,259836.0,981.0,0.0,0.0,0.0,1038.0,0.0
357883,370,77c055d632ba89189e7bb668642ec7a3d8d7e2f74dbd45ab7dc6c523b6ca9e90,1.0,1.0,1826528.0,2.0,667.0,31038.0,974.0,0.0,0.0,0.0,712.0,0.0
357222,370,b212d14cb35676926682b2cf849e295d948888f556c07e854c4cdad9f32f5084,1.0,2.0,98177.0,2.0,1359.0,174655.0,1084.0,0.0,0.0,0.0,1244.0,0.0
357482,370,cbae27ede30fb485f5632fea768f4b999df95cdad39c91f359155d8ec6e099b3,1.0,15.0,200812.0,3.0,27972.0,103880.0,31320.0,0.0,0.0,0.0,29099.0,0.0
357347,370,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1.0,9.0,367478.0,3.0,0.0,206759.0,0.0,0.0,0.0,0.0,0.0,0.0
357856,370,fc209a9b988e9cbdbd06cb8cd302c340919bb441fe343a66ac494d84b8038852,3.0,9.0,832933.0,5.0,31987.0,132756.0,30614.0,0.0,0.0,0.0,29425.0,0.0
357466,370,9f9129c2a9e1158e3ebe50f9ed59970c0524650a05959b6388c7b0ff8e617233,2.0,9.0,104330.0,4.0,4033.0,153040.0,65411.0,0.0,0.0,0.0,2551.0,0.0
357278,370,9df84862272aa8b1d36b2c9574aedf16b03c1737e136b923095c373bcce2328d,3.0,17.0,173255.0,4.0,0.0,77061.0,0.0,0.0,0.0,0.0,0.0,0.0
357693,370,605be1af0245f872d8adc5b5e23cafb27a4de11247dd07d90ea0b79f1da191de,1.0,18.0,58111.0,3.0,13968.0,31279.0,11375.0,0.0,0.0,0.0,16175.0,0.0
357223,370,4ee62fe681eadacf42a02da457668f042b2f4560a8ce2de5bddf2ad939222480,1.0,18.0,12914.0,2.0,11651.0,70046.0,26366.0,0.0,0.0,2936.0,11182.0,0.0
357447,370,a69bb354a8b26de3a0cf879976f130f4fa511f5cee38e13519c048850d46c06e,1.0,19.0,33348.0,6.0,0.0,306308.0,181.0,0.0,0.0,0.0,-27.0,0.0
357852,370,5da5ec815c6888e6a5aa7301f71aaa61b4d28a8962b9654d64e0050e5b05ca79,3.0,15.0,247836.0,5.0,3072.0,310070.0,3523.0,0.0,0.0,0.0,3193.0,0.0
357869,370,f5aa2addd3d721f4b16b8b85eaafd4c18b572f16b8e30dca55ef3a682b896875,1.0,4.0,967075.0,4.0,67501.0,249571.0,124169.0,0.0,0.0,16297.0,68649.0,0.0
357237,370,6a937074a4578b8f27e4e681112b72eaff15efef2f5a68e395951703abb2ae0c,3.0,19.0,0.0,6.0,182688.0,1311020.0,195794.0,0.0,0.0,64124.0,118881.0,0.0
357888,370,8eaa3e3a1678efd0f863921c0989d0220b7d08c5876290344d682ca926b9932e,3.0,12.0,1716918.0,3.0,0.0,252897.0,-82.0,0.0,0.0,0.0,0.0,0.0
357471,370,d0afa52e9e57910af5bff82151343fd65bf522ed1a164118ac4785fc3b492137,1.0,9.0,2819510.0,5.0,14662.0,304711.0,20252.0,0.0,0.0,0.0,15856.0,0.0
357658,370,1a3efa69705f611c7ef2384a715c8142e2ee801cfec9df4eb21131c33fc247a7,3.0,9.0,553993.0,6.0,887572.0,15429268.0,6466758.0,0.0,0.0,891751.0,894270.0,0.0
357817,370,a27a4fd3b02a6712c8a04e375bf907a2e9c2bf5269038f373865cbfa74a27588,1.0,19.0,556626.0,7.0,30040.0,615870.0,37435.0,0.0,0.0,0.0,30978.0,0.0
357468,370,92ce2f8b5af6ad7a6da43a416c801c2548784aeaa48aed17ad14ff82fb30f8cf,1.0,12.0,29867.0,4.0,0.0,62609.0,0.0,0.0,0.0,0.0,0.0,0.0
357902,370,5404b88d7816e32feb1f84b6b836d8dbf3e7a76705a330715613dcfd73aa54ee,1.0,19.0,0.0,2.0,5752.0,135382.0,60558.0,0.0,0.0,237.0,3690.0,0.0
357668,370,8b51184740375f7ccdd68484aeeaca44c5892818eda908eed29459de7ccbdf76,1.0,19.0,1964540.0,5.0,1220.0,250765.0,1065.0,0.0,0.0,0.0,1065.0,0.0
357322,370,a8936ead155ee0b551d26b72a02f341c10f02ead8498b4378c712ed689a4e6d3,1.0,18.0,0.0,3.0,1173.0,101122.0,1508.0,0.0,0.0,0.0,1070.0,0.0
357701,370,3182ab9ecb0e19b96a0a68723490c01cc46dbc1e8d8a31801c9a010b436eee89,1.0,12.0,324044.0,3.0,1011704.0,120136.0,107869.0,0.0,0.0,3055.0,1004411.0,0.0
357695,370,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3.0,19.0,1415448.0,3.0,6371.0,165329.0,5841.0,0.0,0.0,0.0,5223.0,0.0
357457,370,5a54939c7a1313bf7ed2cefee28fbc18e3a906aaa6bf9ac49b5f0aea8cad19c0,1.0,12.0,1562632.0,5.0,0.0,160727.0,0.0,0.0,0.0,0.0,0.0,0.0
357484,370,b1376e9558831e2bdd7456be697ffe67e7186a15c6c280db023cd790f1b975e9,3.0,18.0,811935.0,4.0,29506.0,305796.0,30181.0,0.0,0.0,2012.0,28030.0,0.0
357907,370,49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,3.0,19.0,1758714.0,2.0,3697.0,31348.0,18595.0,0.0,0.0,1183.0,2770.0,0.0
357692,370,185208af1da446a1feaf244a561aa41bf64c9c4df1a6cce646ad21a189797e5f,1.0,12.0,8959.0,3.0,18478.0,124972.0,38149.0,0.0,0.0,2562.0,16177.0,0.0
357897,370,9d46e6b85d37c223157de3bbd4d90fcbf1ade8b3620ac0fde6a3da29369b0ef8,3.0,7.0,1069298.0,3.0,3215.0,475660.0,3555.0,0.0,0.0,0.0,3007.0,0.0
357526,370,c49b33d1fde790ec03584672903f296e486615adfdc98913197eb7af4c76638c,1.0,19.0,3218731.0,3.0,284608.0,337545.0,178802.0,0.0,0.0,0.0,268216.0,0.0
357281,370,c3c91469e633ec9d086af8c6d0185d3a1dec16294f3fff8068d904442779e133,1.0,17.0,321415.0,6.0,224502.0,4114196.0,1013021.0,0.0,0.0,225291.0,224502.0,0.0
357502,370,6b5ae2c6990dfa9281ea5b8f437ed6bc868cc5cac182fb33c467e615dffe6926,1.0,12.0,1705196.0,3.0,1203174.0,410738.0,184172.0,0.0,0.0,2431.0,1184597.0,0.0
357295,370,97970feb892a999d2d651cd0b82ee114e587a4a99e03c029f5b946a0fe572086,1.0,17.0,16006.0,4.0,58573.0,104252.0,81809.0,0.0,0.0,5959.0,57575.0,0.0
357850,370,ad4d0b59572d0db14cb2f1defa6df9451be0e0c467d26878f67dac90958fd183,3.0,17.0,1241401.0,5.0,49491.0,625753.0,70790.0,0.0,0.0,5283.0,48445.0,0.0
357661,370,d253f77ce816406296362e15aa64888080acc551e9c596098d9c78ffe52956a9,3.0,19.0,1889815.0,4.0,0.0,308771.0,0.0,0.0,0.0,0.0,0.0,0.0
357866,370,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,1441976.0,4.0,323374.0,642691.0,318592.0,0.0,0.0,0.0,289976.0,0.0
357861,370,1be23e02672008769d990e022ee22a32c0aad84be41e57d1f1d2f0df53242709,1.0,14.0,11104.0,5.0,100805.0,161508.0,106075.0,0.0,0.0,0.0,98316.0,0.0
357677,370,fd4620b0e018b626a0a5094bec42111466f2039fb8ea36a3090dcdeadc8389b0,1.0,12.0,30519.0,2.0,20572.0,104251.0,18928.0,0.0,0.0,0.0,18951.0,0.0
357445,370,8ad6c338a1078ea5139423c7243914c0201f4afa21def82600d46594bff8e852,1.0,18.0,171726.0,6.0,648860.0,100875.0,-339807.0,0.0,0.0,0.0,464730.0,0.0
357327,370,0b6ce95db43858a032b0fad8a0aa20b01f2d02197c090846f677a37b50b5c752,2.0,19.0,94726.0,3.0,24501.0,100329.0,27165.0,0.0,0.0,268.0,24792.0,0.0
357525,370,f639713136b62556a72db5f4732cedc8340da74ba3df8ea30cdead73d816da6e,1.0,18.0,163630.0,2.0,6867.0,40731.0,6169.0,0.0,0.0,0.0,8508.0,0.0
357285,370,8c7a8bb21706ac20aa054090d606112d6c7b9d0320026b4cdcd9415adb906c41,1.0,9.0,16492.0,3.0,18312.0,154515.0,113827.0,0.0,0.0,759.0,16224.0,0.0
