alert_key,date,sar_flag,cust_id,risk_rank,occupation_code,total_asset,AGE,tw,n_tw,ntd,n_ntd,amt
172021,5,0,2736f06dc479109d649382e557f4853df13a6056663ded5ad2b1c3295d3d6933,1.0,19.0,1950141.0,3.0,1.0,0.0,1.0,0.0,1580.0
172496,5,0,d9e29fdbed820a3926c21e2dec952f031a898ca50b10c27605ed48478a172d8d,3.0,17.0,908718.0,4.0,5.0,0.0,5.0,0.0,9858.0
172033,5,0,7c413ca06153818aa363bfc73cae27e0a60b321bc86143eb81e6597cae595f13,3.0,15.0,1837372.0,4.0,1.0,0.0,1.0,0.0,40053.0
172433,5,0,bf407c0c11ae06f9ec0578663face5601c4edb8ecadb9c660d72163a042dd66e,3.0,19.0,1594013.0,4.0,5.0,0.0,5.0,0.0,167771.0
172500,5,0,099068a1a9b89fb02b364680ce043ab3f47b1abfe8c9f533e7da789f59d27656,1.0,12.0,210805.0,3.0,4.0,0.0,4.0,0.0,78999.0
172020,5,0,d2085430c1ecf2de1dee543d55341dbbf3d394321220630d7c2e6d08a199791c,3.0,19.0,1120943.0,4.0,1.0,4.0,2.0,3.0,158449.0
172474,5,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,713258.0,4.0,1.0,0.0,1.0,0.0,10403.0
172039,5,0,6f5ca5e877aafd2923a46b6279cdd6dfe7fe3e31e6ff18cd1417d3ab6ddc2372,3.0,16.0,838124.0,3.0,2.0,0.0,2.0,0.0,616.0
172049,5,0,2d1e267400087bb59c05708d9f36894ba257000377e67c42a00701dd45af9746,1.0,18.0,83456.0,3.0,3.0,0.0,3.0,0.0,747625.0
172019,5,0,c7424815baa4c55e85ec8b4920ecd71dffbd7f92edb08c2bac6ad0598d3f2538,1.0,17.0,118903.0,4.0,4.0,0.0,4.0,0.0,1018.0
172467,5,0,deea7839000d9f8c1e3fed53e0a1141266fb8d7149a05008bc4de475b8785c64,3.0,12.0,0.0,3.0,1.0,0.0,1.0,0.0,146.0
172481,5,0,c121e5163d534845ad9f090fe7a77225ad592a814495320d56415a2447d5ede7,3.0,12.0,419954.0,3.0,19.0,0.0,19.0,0.0,316298.0
172480,5,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3.0,12.0,8251.0,4.0,2.0,0.0,2.0,0.0,1852.0
172240,5,0,27bd6a2415f5812d7050fd8d5346877e8c294c6940f1eaf934a9063437f940cc,1.0,19.0,27246.0,3.0,2.0,0.0,2.0,0.0,100858.0
172027,5,0,f0f7f05a7c4c687ddc80ed9cb25bf6cdd000f46671e81edd91cf7970caeafd05,1.0,3.0,227789.0,4.0,1.0,2.0,3.0,0.0,3280.0
172490,5,0,f52f83fcc2cf076b66d5a9149b9935021d1d67c99c61124db350dbd229df75ae,3.0,12.0,6416.0,4.0,74.0,0.0,74.0,0.0,594140.0
172016,5,0,972ee157e63316e8a50dd489bc93730a3ee8a8959d5c6b7f9742ee5caba62cb8,1.0,17.0,375576.0,4.0,0.0,1.0,1.0,0.0,19895.0
172514,5,0,701cc14702a42f197624ef26a56711acd08e6c8e885d969e02d911f762986737,1.0,19.0,8353.0,2.0,0.0,2.0,0.0,2.0,6910.0
172431,5,0,371e922f71d97ce37220abfeacf06a43da652ee1b41ac3a12352325e91c42b90,1.0,19.0,0.0,4.0,3.0,0.0,3.0,0.0,10336.0
172517,5,0,e4f0e4914cdb59de94496e67b55f1734e4cfa62aa7904a88f67751916a4d42cf,1.0,19.0,12898.0,3.0,20.0,0.0,20.0,0.0,1276960.0
172660,5,0,e4465248aa6a2afca05b0e5cf645c2dfda11cb03d189c9eb122d5f8697fac15c,3.0,19.0,1120552.0,3.0,0.0,1.0,0.0,1.0,6149.0
172389,5,0,a71df476115656a1341eb22b50024c9a9445233ef89b53f19f2f361a011f1ab5,1.0,19.0,18796595.0,6.0,1.0,0.0,1.0,0.0,14852.0
172255,5,0,947e627e4627599e994598a747dfd11a2a17c1a2d11ada7d4b8c26a79e53b8f1,3.0,12.0,133287.0,4.0,1.0,0.0,1.0,0.0,1132.0
172248,5,0,b7def299e24a5182e153923e5a5eced18fb53fe28612930e322f62020b5a8ca5,1.0,9.0,262318.0,3.0,1.0,0.0,1.0,0.0,63330.0
172485,5,0,b4653028c47d5c361ab3f4d19400c158531a081aa3a411191b4317bc9ba3937a,1.0,12.0,155750.0,2.0,5.0,0.0,5.0,0.0,193512.0
172058,5,0,9b6426b3746cb77aa71146a0850448cce1814d7d0994edff05a4f6cfe3a087cf,1.0,19.0,46912.0,2.0,2.0,2.0,3.0,1.0,3326.0
171996,5,0,ab8c8fe9ca14b4f08634e55ba1830cffbe1a1daecdbe77dfacb0408d35265e3b,3.0,17.0,52536.0,5.0,1.0,1.0,1.0,1.0,4107.0
172026,5,0,36a340a7b16178420c059491e3a9045b123744479d75d1d4e95e3cf1703ca055,3.0,12.0,1759966.0,3.0,2.0,0.0,2.0,0.0,594.0
172553,5,0,e6f0ec6bf0adf9d79d4ccbda55cafad03a7a512dfb93549e1428d9a1a7587dd8,1.0,19.0,4880.0,4.0,5.0,0.0,5.0,0.0,1275.0
172492,5,0,124b541310713e0101c185b514ffe09ad0740ec00a23b6fb6ec47bd3e5e1ecb8,1.0,12.0,129823.0,3.0,2.0,7.0,9.0,0.0,23492.0
172219,5,0,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,944697.0,5.0,3.0,0.0,3.0,0.0,853.0
173526,6,0,3442b7f2055f9c6f8710208c01a76eb9c7861a0801d636ce88cbc762ed55b7b5,1.0,17.0,742502.0,6.0,1.0,0.0,1.0,0.0,1314.0
172943,6,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,348147.0,2.0,7.0,0.0,7.0,0.0,19572.0
173900,6,0,8ad6c338a1078ea5139423c7243914c0201f4afa21def82600d46594bff8e852,1.0,19.0,0.0,6.0,5.0,0.0,5.0,0.0,46024.0
173578,6,0,7d195eb4f4ab50eb5e6ef2b1e91bf7d61d243b0bb5180bb3daa90b9a2a3e5b5f,3.0,12.0,1526679.0,4.0,1.0,0.0,1.0,0.0,3007.0
173586,6,0,0c679405605ca5288e1230489975e02bd175ae939974270061b6b44c9b176247,2.0,19.0,3157531.0,5.0,2.0,0.0,2.0,0.0,195.0
173997,6,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,1.0,1.0,1279030.0,2.0,1.0,0.0,1.0,0.0,116.0
173608,6,0,f52f83fcc2cf076b66d5a9149b9935021d1d67c99c61124db350dbd229df75ae,3.0,12.0,6416.0,4.0,15.0,0.0,15.0,0.0,79673.0
173614,6,0,099068a1a9b89fb02b364680ce043ab3f47b1abfe8c9f533e7da789f59d27656,1.0,12.0,210805.0,3.0,11.0,1.0,12.0,0.0,331543.0
173288,6,0,5ed4b07c7549d21d793464c2255862063e9693a742f99f0f0525f441bb8ed062,1.0,14.0,0.0,4.0,2.0,0.0,2.0,0.0,260.0
173590,6,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,713258.0,4.0,2.0,0.0,2.0,0.0,6000.0
173922,6,0,14876713c0436f76dc15f527b50a67c0b7ecc50af299ff5daf10642cc02d1a1c,3.0,9.0,396131.0,4.0,1.0,0.0,1.0,0.0,72.0
173295,6,0,95836236dac30345eaf79b450af364b869724d46adc7cdefcab5ff32bc288348,3.0,12.0,1195038.0,3.0,3.0,0.0,3.0,0.0,311733.0
173256,6,0,4c5e4bd10acfea3fb2a205e66716153bcfd47a0e6e4abde4a99b6bcaf36bf354,3.0,8.0,299373.0,4.0,2.0,0.0,2.0,0.0,183.0
172905,6,0,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,944697.0,5.0,2.0,0.0,2.0,0.0,344.0
173622,6,0,bf3dcc59d6ee5105c0ec6cf8388c6f7a0bf20c32d7febe86c43856d0be708621,3.0,16.0,491800.0,3.0,1.0,0.0,1.0,0.0,323.0
173267,6,0,b6edf10831e66f1258f9ced7e68716d2d1034dd55f76a38521f568df28d48b20,1.0,12.0,71189.0,3.0,2.0,0.0,2.0,0.0,163.0
173920,6,0,9a1b8b6f1e57ba6b7c61bfbd898e9b115c3a8df02819c47947ca76f2c64b1b5d,3.0,9.0,103230.0,5.0,6.0,0.0,6.0,0.0,216390.0
173599,6,0,b4653028c47d5c361ab3f4d19400c158531a081aa3a411191b4317bc9ba3937a,1.0,12.0,155750.0,2.0,3.0,0.0,3.0,0.0,122877.0
174522,7,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,713258.0,4.0,5.0,0.0,5.0,0.0,4155.0
174628,7,0,0e0fb825e510abdeea0c0678ac190d33b8d6874aadbf25c898378e0e0a07cd7b,1.0,19.0,859615.0,3.0,1.0,0.0,1.0,0.0,260.0
174544,7,0,18270c5ef2aeb41c888410e4a46ad8cbc3f16b6c07084ce9381da2b636d2a191,3.0,17.0,1542921.0,3.0,2.0,0.0,2.0,0.0,2267.0
174234,7,0,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,944697.0,5.0,1.0,0.0,1.0,0.0,504.0
174344,7,0,eb6c9b62a4744cda608436bda13d12784a7114808236b730542c56f27a5529d2,3.0,17.0,30608.0,4.0,1.0,0.0,1.0,0.0,721.0
174253,7,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,348147.0,2.0,3.0,0.0,3.0,0.0,10754.0
174350,7,0,2d1e267400087bb59c05708d9f36894ba257000377e67c42a00701dd45af9746,1.0,18.0,83456.0,3.0,8.0,1.0,9.0,0.0,1517873.0
174694,7,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,3.0,1.0,1279030.0,2.0,3.0,0.0,3.0,0.0,562.0
174533,7,0,124b541310713e0101c185b514ffe09ad0740ec00a23b6fb6ec47bd3e5e1ecb8,1.0,12.0,129823.0,3.0,1.0,11.0,12.0,0.0,27437.0
174679,7,0,7de5ed94f40388a256095e8cceaf4308a87bb02e6ff7820fe8d094e81bf33501,3.0,17.0,1946518.0,3.0,2.0,0.0,2.0,0.0,971.0
174532,7,0,f52f83fcc2cf076b66d5a9149b9935021d1d67c99c61124db350dbd229df75ae,3.0,12.0,6416.0,4.0,6.0,0.0,6.0,0.0,35944.0
174514,7,0,7d195eb4f4ab50eb5e6ef2b1e91bf7d61d243b0bb5180bb3daa90b9a2a3e5b5f,3.0,12.0,1526679.0,4.0,1.0,0.0,1.0,0.0,594.0
174231,7,0,fa81ef21a193bae90d014d04235a71e7dda88c5bfa6597b5158bbc746e7ae3f4,1.0,12.0,1093612.0,5.0,3.0,0.0,3.0,0.0,1812.0
174539,7,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,1.0,0.0,1.0,0.0,5.0
174518,7,0,f01f05fe20a6717f025f4a0d3666555fcd1d857522bb8a4bb3d4b883d8e55e50,3.0,18.0,2546767.0,4.0,1.0,0.0,1.0,0.0,192.0
174545,7,0,e4f0e4914cdb59de94496e67b55f1734e4cfa62aa7904a88f67751916a4d42cf,1.0,19.0,12898.0,3.0,25.0,0.0,25.0,0.0,907559.0
174658,7,0,14876713c0436f76dc15f527b50a67c0b7ecc50af299ff5daf10642cc02d1a1c,3.0,9.0,396131.0,4.0,2.0,0.0,2.0,0.0,23014.0
175143,8,0,18270c5ef2aeb41c888410e4a46ad8cbc3f16b6c07084ce9381da2b636d2a191,3.0,17.0,1542921.0,3.0,1.0,0.0,1.0,0.0,180.0
175277,8,0,5171f7db9aba1a7e5df03793bd6cb07b0084308c9e0e1b7a51a3e117733aae88,1.0,14.0,77737.0,3.0,4.0,1.0,5.0,0.0,122398.0
174984,8,0,fa81ef21a193bae90d014d04235a71e7dda88c5bfa6597b5158bbc746e7ae3f4,1.0,12.0,1093612.0,5.0,1.0,0.0,1.0,0.0,1176.0
175260,8,0,14876713c0436f76dc15f527b50a67c0b7ecc50af299ff5daf10642cc02d1a1c,3.0,9.0,396131.0,4.0,2.0,0.0,2.0,0.0,6802.0
174991,8,0,56312550edfcceb1aa419ffbe05ab33d9626526dd43e4582359cdf2346b2ad84,1.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,741.0
174862,8,0,2d1e267400087bb59c05708d9f36894ba257000377e67c42a00701dd45af9746,1.0,18.0,83456.0,3.0,4.0,0.0,4.0,0.0,249405.0
174840,8,0,c7424815baa4c55e85ec8b4920ecd71dffbd7f92edb08c2bac6ad0598d3f2538,1.0,17.0,118903.0,4.0,2.0,0.0,2.0,0.0,1993.0
175290,8,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,3.0,1.0,1279030.0,2.0,1.0,0.0,1.0,0.0,106.0
175263,8,0,56374af3f97262e1f3be64d77d33422ed084e567ad7e2e79b4b0b744beff8048,1.0,13.0,4521.0,2.0,4.0,0.0,4.0,0.0,270.0
174997,8,0,6913d22c4930e06ee54fb6336d3f78def2ccc5a9c58be629571bb6f89c9d04d2,1.0,19.0,10876.0,2.0,1.0,0.0,1.0,0.0,275.0
175131,8,0,c4dbc1187819503c04eb3f8871f45bd45972290b24953e6c8d7fb44f0d832276,1.0,17.0,3753.0,2.0,2.0,0.0,2.0,0.0,969252.0
174988,8,0,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,944697.0,5.0,1.0,0.0,1.0,0.0,78.0
175250,8,0,371e922f71d97ce37220abfeacf06a43da652ee1b41ac3a12352325e91c42b90,1.0,19.0,0.0,4.0,3.0,0.0,3.0,0.0,2559.0
175253,8,0,8ad6c338a1078ea5139423c7243914c0201f4afa21def82600d46594bff8e852,1.0,19.0,0.0,6.0,10.0,0.0,10.0,0.0,75941.0
175045,8,0,804580f7ee6f4c94734fe955803e1d786e534637ab62d64599a2a48c08322f02,1.0,17.0,3245367.0,7.0,0.0,1.0,1.0,0.0,63.0
175225,8,0,c58e3092e037420bfbde0adaf2f7a4ccb654c5dedac68366a3ca4c2fc674d047,1.0,9.0,2287681.0,6.0,5.0,0.0,5.0,0.0,13740.0
175120,8,0,6e49c7f960b6a2d29eb00b43d8e63483419cb0ed10d4741b4ce393c9110404c1,1.0,17.0,0.0,6.0,19.0,0.0,19.0,0.0,2007372.0
175134,8,0,dc6b84765388df2ee9496766bb61b10e15bdfcf97d3b4fa3ac855b157e1077f1,1.0,12.0,438894.0,3.0,1.0,0.0,1.0,0.0,5920.0
175278,8,0,87fc0b1145017d0a048680cf065fcf0fedad909e03e6e972adb0852782009391,3.0,19.0,232258.0,4.0,2.0,0.0,2.0,0.0,957.0
175127,8,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,713258.0,4.0,3.0,0.0,3.0,0.0,8452.0
174976,8,0,99b55b75afe095b1a181b4b139664f3d3fe8f29a24fc30829da510127081808f,1.0,19.0,1330.0,5.0,20.0,0.0,20.0,0.0,2059205.0
174859,8,0,95836236dac30345eaf79b450af364b869724d46adc7cdefcab5ff32bc288348,3.0,12.0,1195038.0,3.0,14.0,0.0,14.0,0.0,359138.0
175132,8,0,b4653028c47d5c361ab3f4d19400c158531a081aa3a411191b4317bc9ba3937a,1.0,12.0,155750.0,2.0,13.0,0.0,13.0,0.0,470518.0
177648,11,0,25ee8ead399468cb36f620f25278df8de1daff7bd16a6ff8edf66bd49d70c6ba,1.0,12.0,128959.0,3.0,2.0,0.0,2.0,0.0,2670.0
177396,11,0,d2085430c1ecf2de1dee543d55341dbbf3d394321220630d7c2e6d08a199791c,3.0,19.0,1120943.0,4.0,6.0,3.0,6.0,3.0,107093.0
176997,11,0,d87015daab9177d3bedab84e1a5900eb6303195afdd7db653df6e306221d53d9,1.0,19.0,0.0,6.0,4.0,0.0,4.0,0.0,2520.0
175902,11,0,6e49c7f960b6a2d29eb00b43d8e63483419cb0ed10d4741b4ce393c9110404c1,1.0,17.0,0.0,6.0,13.0,0.0,13.0,0.0,1315904.0
176789,11,0,b7def299e24a5182e153923e5a5eced18fb53fe28612930e322f62020b5a8ca5,1.0,9.0,262318.0,3.0,1.0,0.0,1.0,0.0,4160.0
176996,11,0,995ce86807ee05a5e9fada6871268c84b84abcb4d487f5a25b47d98862528cf5,1.0,19.0,101.0,6.0,1.0,0.0,1.0,0.0,1878.0
177585,11,0,b1376e9558831e2bdd7456be697ffe67e7186a15c6c280db023cd790f1b975e9,3.0,17.0,516414.0,4.0,1.0,0.0,1.0,0.0,530.0
176769,11,0,ef3aa2eb853f1ca1a8f2a16b34b3361caeff9429c2fe5964536c1f0bbf9c760b,1.0,17.0,2477.0,4.0,2.0,0.0,2.0,0.0,1193.0
177383,11,0,8901fc454886ce0a44c954695640a00aacefeab976df5147b9343c57b9a3d88d,1.0,4.0,34935.0,5.0,3.0,0.0,3.0,0.0,1822.0
176809,11,0,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3.0,12.0,348147.0,2.0,3.0,0.0,3.0,0.0,536.0
177563,11,0,650989d169dac198f72b59f12b6509a1de82e19e457a857dc463fedb13036ecc,1.0,15.0,184140.0,6.0,1.0,0.0,1.0,0.0,1196.0
176018,11,0,c58e3092e037420bfbde0adaf2f7a4ccb654c5dedac68366a3ca4c2fc674d047,1.0,9.0,2287681.0,6.0,40.0,0.0,40.0,0.0,101080.0
176659,11,0,75605ea675d0131d6668c74875e152e19878615b8268f80d9edfd4887a14ad51,1.0,19.0,0.0,5.0,1.0,0.0,1.0,0.0,125.0
175978,11,0,f52f83fcc2cf076b66d5a9149b9935021d1d67c99c61124db350dbd229df75ae,3.0,12.0,6416.0,4.0,2.0,0.0,2.0,0.0,2286.0
176007,11,0,7ea72e2daff29e3e15a27547514ec9eb583c4990f04d327c9c54592a79a93b0a,1.0,12.0,322712.0,3.0,4.0,0.0,4.0,0.0,2962.0
176733,11,0,e18d56cfecc5f286e1b7cfce91590ae857150a95389310689c5d210927ebb7ab,1.0,15.0,1934478.0,5.0,1.0,0.0,1.0,0.0,2023.0
175924,11,0,0c679405605ca5288e1230489975e02bd175ae939974270061b6b44c9b176247,2.0,19.0,3157531.0,5.0,1.0,0.0,1.0,0.0,525.0
176373,11,0,f94208d4fd180c130be1606c9ba9725595bbecf44ee8370859b8dfa6fa2f87cd,1.0,19.0,241252.0,6.0,1.0,0.0,1.0,0.0,77.0
177382,11,0,4220624de6d38bd4b41d1c32932e03f3c0e85b1b08b7e399df191feb73d3a4c1,3.0,18.0,991292.0,3.0,0.0,63.0,8.0,55.0,39111.0
175944,11,0,c121e5163d534845ad9f090fe7a77225ad592a814495320d56415a2447d5ede7,3.0,12.0,419954.0,3.0,16.0,0.0,16.0,0.0,401648.0
175912,11,0,deea7839000d9f8c1e3fed53e0a1141266fb8d7149a05008bc4de475b8785c64,3.0,12.0,0.0,3.0,1.0,0.0,1.0,0.0,28105.0
177459,11,0,2d1e267400087bb59c05708d9f36894ba257000377e67c42a00701dd45af9746,1.0,18.0,83456.0,3.0,1.0,0.0,1.0,0.0,623311.0
176002,11,0,9b6d05a26867d62c36e64983221e43c565fead4b571600c1ce1a5d26f8b90198,1.0,12.0,1011.0,2.0,1.0,0.0,1.0,0.0,1091562.0
176003,11,0,bf3dcc59d6ee5105c0ec6cf8388c6f7a0bf20c32d7febe86c43856d0be708621,3.0,16.0,491800.0,3.0,1.0,0.0,1.0,0.0,234.0
177477,11,0,9b6426b3746cb77aa71146a0850448cce1814d7d0994edff05a4f6cfe3a087cf,1.0,19.0,46912.0,2.0,1.0,10.0,5.0,6.0,39236.0
176776,11,0,df504a2539a057c9d5bcc7618c1f94670fe05ef097e270c3b7d5654dcfa067bf,1.0,17.0,0.0,4.0,1.0,0.0,1.0,0.0,41.0
177400,11,0,7cf72a514332a2cec737883505a0902f1dd83e16c248ae248325ee0e6979fde6,1.0,19.0,102.0,5.0,3.0,0.0,3.0,0.0,323.0
176660,11,0,b08c621f6adc3f0a0645107dc08c4bbdf2c3726b378758bd303b9ff304fd88c8,1.0,19.0,1877.0,5.0,1.0,0.0,1.0,0.0,1043.0
176791,11,0,94dce3032bca3575b116d7029c1c93844bf95503153af4c82132736a58bb7057,1.0,15.0,473974.0,3.0,1.0,0.0,1.0,0.0,60.0
175913,11,0,492c02d906909001a4dc690b8382c19e3c107d3f3c1a5deb207151bf23835f07,1.0,9.0,243410.0,6.0,1.0,0.0,1.0,0.0,2197.0
176757,11,0,b7f65031472cf372f6c38461522c658c05d3649137024ed447c8dade24c66480,1.0,17.0,5818673.0,3.0,2.0,0.0,2.0,0.0,1586.0
175830,11,0,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,1266839.0,4.0,1.0,0.0,1.0,0.0,1223.0
177348,11,0,3b4d70273c259f3a19e944268526069f9fe8029c29c08c830a0c9cd651d2085e,1.0,17.0,1513631.0,6.0,1.0,0.0,1.0,0.0,291.0
176036,11,0,a2755436bddb282fa90e8c91068022cb76f4e532e464f7745111cdb5a74dce78,1.0,19.0,326982.0,2.0,2.0,0.0,2.0,0.0,2332.0
176788,11,0,38ef18fef7d9ae58a6e66789438bdf3900a7121848af2e1d5e81016213bdc5fa,1.0,19.0,2464042.0,3.0,1.0,0.0,1.0,0.0,473.0
175980,11,0,124b541310713e0101c185b514ffe09ad0740ec00a23b6fb6ec47bd3e5e1ecb8,1.0,12.0,129823.0,3.0,0.0,3.0,3.0,0.0,6684.0
177592,11,0,c18da785c751876a7685d3027cffadeac99c4d7901845719d0ecc5e7deb1891d,1.0,19.0,7969.0,4.0,3.0,0.0,3.0,0.0,4392.0
177582,11,0,c21a7afae1f2f79fcf2baa003ce8d43b90d200bfcda4e07165e4029e38840854,2.0,12.0,16017.0,3.0,0.0,1.0,1.0,0.0,136.0
176808,11,0,b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,1.0,5.0,715.0,3.0,0.0,3.0,3.0,0.0,99693.0
175995,11,0,caaf6f136616b86a35168c481f4ff61ab39dbf765224db0f3bbb4c177df343e6,1.0,19.0,124714.0,4.0,1.0,0.0,1.0,0.0,508.0
176708,11,0,e1091e6b5b329016269935e4046d17b041cca814a9838c57dd3bf66d39c87371,1.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,190.0
177616,11,0,87fc0b1145017d0a048680cf065fcf0fedad909e03e6e972adb0852782009391,3.0,19.0,232258.0,4.0,2.0,0.0,2.0,0.0,5829.0
177370,11,0,2fd2568ad3906a5e075549246416a72e7bede744a0e2ea90c89da3e12392b343,1.0,15.0,1117325.0,6.0,1.0,0.0,1.0,0.0,41134.0
175933,11,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,713258.0,4.0,1.0,0.0,1.0,0.0,716.0
176778,11,0,faa44b595acf60f21e4859d13a993b1a958c59a2d532599d502ca7ad19c007e0,2.0,13.0,33574.0,2.0,1.0,0.0,1.0,0.0,515.0
176773,11,0,1b0943ef65794c8a975625ddc5383ad33cb45a39c18ae9cf63f346184a19d56c,1.0,12.0,822019.0,4.0,1.0,0.0,1.0,0.0,205.0
