alert_key,date,cust_id,risk_rank,occupation_code,total_asset,AGE,tw,n_tw,ntd,n_ntd,amt
352291,365,83440058abcf5206ec03fd81ee3c0c943a33d1ab455a4631d1c52c80b2b3ad1d,1.0,17.0,182242.0,5.0,2.0,0.0,2.0,0.0,6592.0
357288,370,c32c123ce18c615db65347055b82fe319bd342da9507044c09e886e9482f9729,1.0,12.0,455159.0,5.0,2.0,0.0,2.0,0.0,4981.0
357656,370,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,226357.0,5.0,1.0,0.0,1.0,0.0,1060.0
357841,370,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,390912.0,4.0,0.0,2.0,2.0,0.0,142.0
357905,370,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1.0,12.0,904.0,2.0,3.0,0.0,3.0,0.0,170416.0
357259,370,26f9c42152c84070db0e24dded8fba3d72cf5369e3d841a3c6abd5dea2871f44,1.0,15.0,279243.0,5.0,1.0,0.0,1.0,0.0,1310.0
357705,370,e9f1eb29fee8332320ab602ec60bd9f807e6b1a86f3a5cd40d87a9acd4cf8be4,1.0,16.0,39739.0,3.0,1.0,0.0,1.0,0.0,113.0
357304,370,5a8119fd3c9443d288c197886597ffdb9cd2e7359081db092e3e0ee14af21560,1.0,17.0,925636.0,2.0,3.0,0.0,3.0,0.0,357.0
357275,370,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,1.0,0.0,1.0,0.0,200.0
357706,370,7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,3.0,12.0,2285386.0,3.0,1.0,0.0,1.0,0.0,282265.0
357221,370,2beeaa0f25506a7770a6cf4a1a1cba58475d15b2a6cc11b10c4be24a177bcdb1,1.0,17.0,90453.0,2.0,1.0,0.0,1.0,0.0,4217.0
357324,370,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1.0,12.0,296610.0,3.0,5.0,0.0,5.0,0.0,4331.0
357513,370,67f5cb11e82fbee902dbb29f52e5b40e87acc4f9d28916b6a89603c050ecedbe,3.0,12.0,145855.0,3.0,1.0,1.0,2.0,0.0,533.0
357709,370,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1.0,3.0,96316.0,3.0,1.0,0.0,1.0,0.0,1084.0
357885,370,75209ea8acb3016637a902b530fd2ce4c12981f4edeaa637c2a372cbc44833e6,1.0,18.0,935117.0,3.0,1.0,1.0,2.0,0.0,1659.0
357442,370,b01aea4682b7939196d577f79f9190028ff2aaa7157db99a5a6ddafe9da1e512,3.0,12.0,67019.0,5.0,1.0,0.0,1.0,0.0,138.0
357693,370,605be1af0245f872d8adc5b5e23cafb27a4de11247dd07d90ea0b79f1da191de,1.0,18.0,58111.0,3.0,1.0,0.0,1.0,0.0,3752.0
357223,370,4ee62fe681eadacf42a02da457668f042b2f4560a8ce2de5bddf2ad939222480,1.0,18.0,12914.0,2.0,2.0,0.0,2.0,0.0,398.0
357869,370,f5aa2addd3d721f4b16b8b85eaafd4c18b572f16b8e30dca55ef3a682b896875,1.0,4.0,967075.0,4.0,0.0,1.0,1.0,0.0,1354.0
357471,370,d0afa52e9e57910af5bff82151343fd65bf522ed1a164118ac4785fc3b492137,1.0,9.0,2819510.0,5.0,1.0,0.0,1.0,0.0,4393.0
357484,370,b1376e9558831e2bdd7456be697ffe67e7186a15c6c280db023cd790f1b975e9,3.0,18.0,811935.0,4.0,2.0,0.0,2.0,0.0,6288.0
357526,370,c49b33d1fde790ec03584672903f296e486615adfdc98913197eb7af4c76638c,1.0,19.0,3218731.0,3.0,7.0,0.0,7.0,0.0,3138.0
357295,370,97970feb892a999d2d651cd0b82ee114e587a4a99e03c029f5b946a0fe572086,1.0,17.0,16006.0,4.0,1.0,0.0,1.0,0.0,193.0
357850,370,ad4d0b59572d0db14cb2f1defa6df9451be0e0c467d26878f67dac90958fd183,3.0,17.0,1241401.0,5.0,1.0,0.0,1.0,0.0,588.0
357445,370,8ad6c338a1078ea5139423c7243914c0201f4afa21def82600d46594bff8e852,1.0,18.0,171726.0,6.0,4.0,0.0,4.0,0.0,36027.0
357327,370,0b6ce95db43858a032b0fad8a0aa20b01f2d02197c090846f677a37b50b5c752,2.0,19.0,94726.0,3.0,3.0,0.0,3.0,0.0,3201.0
357285,370,8c7a8bb21706ac20aa054090d606112d6c7b9d0320026b4cdcd9415adb906c41,1.0,9.0,16492.0,3.0,1.0,0.0,1.0,0.0,181.0
353413,371,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1.0,3.0,96316.0,3.0,2.0,0.0,2.0,0.0,944.0
353033,371,094c70ecdc5d71000fe12e4ef9eb341ba07f7c18233a96aa661cd0995f4956d0,1.0,18.0,236358.0,5.0,1.0,0.0,1.0,0.0,1305.0
353231,371,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1.0,17.0,565453.0,4.0,0.0,11.0,0.0,11.0,32406.0
353209,371,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,1441976.0,4.0,1.0,0.0,1.0,0.0,621.0
353054,371,2886a332d3530dcbfebeb0292251d04c1e0c20e767051dbfafd1e09fd7b864f4,1.0,9.0,5845.0,4.0,0.0,6.0,6.0,0.0,3089.0
353198,371,e402892bfde9722d2c77f682c8598de27a0ab264c6176beee6a294c84768b1f6,1.0,12.0,1189285.0,5.0,0.0,11.0,0.0,11.0,124933.0
353587,371,06c5ea5ccda4dfd8839c0dec8646fb3071d2c02883ef8a9f715aaa74f38d2419,1.0,17.0,259985.0,4.0,1.0,2.0,2.0,1.0,4579.0
353041,371,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,3.0,0.0,3.0,0.0,6678.0
353383,371,79caee7bb4182d7ff1667ca33fa160e0d3592f1ab8076bb07a20e8f379134205,1.0,19.0,359609.0,5.0,1.0,0.0,1.0,0.0,15203.0
353386,371,527dd6eac484d5eea04a17a444f6cb8d854ec603ea5bbc94db16752a58d1e357,1.0,17.0,516.0,2.0,0.0,2.0,2.0,0.0,1477.0
353579,371,a5e7328d1b4a8703d432503cd84b163de16f67324a72d1f723313f7278e64f18,1.0,17.0,403354.0,4.0,0.0,3.0,0.0,3.0,87919.0
353248,371,df11307f6e8372f1ab198c8de7d1dadddc4fa244565bfdcce428e49437e8c1da,1.0,11.0,1818058.0,2.0,0.0,1.0,0.0,1.0,90212.0
353561,371,7d8be00ad18f1fa336fca153f0f06e86625336863fa71114f57e473fd87b59b0,1.0,9.0,373218.0,4.0,3.0,0.0,3.0,0.0,5095.0
353236,371,701cc14702a42f197624ef26a56711acd08e6c8e885d969e02d911f762986737,1.0,18.0,15620.0,2.0,0.0,2.0,0.0,2.0,18647.0
353045,371,9ac7efb5259817f80f9731ef7b625e9e9640e8a539377e4312b605c45742d888,3.0,15.0,190972.0,4.0,5.0,0.0,5.0,0.0,696.0
353586,371,b600c0720096c241f5aec16b096c6a353492eee8a5855aa7f79d81390811d914,1.0,17.0,12207.0,2.0,2.0,4.0,6.0,0.0,6533.0
353077,371,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1.0,12.0,296610.0,3.0,3.0,0.0,3.0,0.0,114983.0
354047,372,2fd79d7d8847884d1b4ad649c1bea7b9639bb2ad850cca5752d0de383c3244e4,1.0,1.0,450.0,2.0,11.0,0.0,11.0,0.0,29275.0
354401,372,8ad6c338a1078ea5139423c7243914c0201f4afa21def82600d46594bff8e852,1.0,18.0,171726.0,6.0,49.0,0.0,49.0,0.0,335318.0
354007,372,e8b633d446fb7765581d64205efd8dfa059215aa4b1d742543b378f1f2c73fee,1.0,19.0,247918.0,5.0,2.0,0.0,2.0,0.0,346348.0
354239,372,2886a332d3530dcbfebeb0292251d04c1e0c20e767051dbfafd1e09fd7b864f4,1.0,9.0,5845.0,4.0,0.0,11.0,11.0,0.0,9169.0
353855,372,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,12.0,918230.0,2.0,1.0,0.0,1.0,0.0,1014.0
354256,372,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1.0,12.0,296610.0,3.0,3.0,0.0,3.0,0.0,45658.0
354234,372,a88ae349a9fa089cee8033130927c17c135a16cf7561dd0eaf93d8b53d08e7c7,1.0,11.0,1672432.0,5.0,1.0,0.0,1.0,0.0,408.0
353865,372,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,3.0,1.0,4.0,0.0,9380.0
354415,372,cb9175b3e1c31f7c0b5da1d61630ebf4d9aeec0f68db1720408d6eba39d9c8b3,1.0,3.0,0.0,6.0,1.0,0.0,1.0,0.0,324.0
354014,372,e5f207e25a86e3121f14fb76729350aa06f5a4ec434077520769cceb1ee7d68d,1.0,17.0,1310883.0,6.0,1.0,0.0,1.0,0.0,130.0
354471,372,1ebdfc5f5eaba0fa063cc45a1e657197e6311af2462a4ae468c963800c0a7d4c,3.0,12.0,503423.0,3.0,2.0,0.0,2.0,0.0,1067.0
354223,372,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,3.0,0.0,3.0,0.0,7011.0
354261,372,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,3.0,12.0,106656.0,3.0,1.0,0.0,1.0,0.0,30.0
354449,372,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1.0,17.0,114439.0,2.0,1.0,1.0,2.0,0.0,901.0
354459,372,9e0260837cd7b7ce8212a55078d908ff7f6c770dac6a61098af6b5aefb21ea6d,1.0,19.0,386.0,2.0,1.0,0.0,1.0,0.0,1439.0
354048,372,e9f1eb29fee8332320ab602ec60bd9f807e6b1a86f3a5cd40d87a9acd4cf8be4,1.0,16.0,39739.0,3.0,2.0,0.0,2.0,0.0,1290.0
353870,372,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1.0,17.0,565453.0,4.0,0.0,14.0,0.0,14.0,28175.0
354040,372,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1.0,17.0,168008.0,3.0,2.0,0.0,2.0,0.0,413.0
354246,372,0b772c5cc6cc2b02a79bba795df8edcfac07b81030ac26ee1998738b97221c4e,3.0,17.0,394766.0,3.0,2.0,0.0,2.0,0.0,3050.0
354443,372,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1.0,2.0,444392.0,3.0,2.0,0.0,2.0,0.0,10.0
353888,372,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1.0,12.0,904.0,2.0,1.0,0.0,1.0,0.0,285966.0
353879,372,701cc14702a42f197624ef26a56711acd08e6c8e885d969e02d911f762986737,1.0,18.0,15620.0,2.0,0.0,3.0,0.0,3.0,9036.0
354054,372,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1.0,3.0,96316.0,3.0,2.0,0.0,2.0,0.0,1239.0
353843,372,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,1441976.0,4.0,5.0,0.0,5.0,0.0,2126.0
355193,375,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1.0,2.0,444392.0,3.0,2.0,0.0,2.0,0.0,61.0
354831,375,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1.0,17.0,565453.0,4.0,0.0,16.0,0.0,16.0,44588.0
354853,375,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1.0,12.0,904.0,2.0,2.0,0.0,2.0,0.0,117185.0
354633,375,2886a332d3530dcbfebeb0292251d04c1e0c20e767051dbfafd1e09fd7b864f4,1.0,9.0,5845.0,4.0,0.0,11.0,11.0,0.0,10411.0
354596,375,094c70ecdc5d71000fe12e4ef9eb341ba07f7c18233a96aa661cd0995f4956d0,1.0,18.0,236358.0,5.0,3.0,0.0,3.0,0.0,128744.0
355202,375,b600c0720096c241f5aec16b096c6a353492eee8a5855aa7f79d81390811d914,1.0,17.0,12207.0,2.0,7.0,0.0,7.0,0.0,39891.0
354939,375,780a1c6ddd725f1fde827457b227ee70032abfe4c96ed73c63c460704073e877,3.0,3.0,80111.0,4.0,1.0,0.0,1.0,0.0,69.0
354959,375,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1.0,17.0,168008.0,3.0,1.0,2.0,3.0,0.0,117.0
354795,375,cece622381d76715c8bc9f4a7d60ee143c0df366d73e8873a17885dbd564df87,1.0,11.0,883849.0,5.0,0.0,4.0,0.0,4.0,28806.0
354817,375,49f56a6a93f90f0b6a9e00da44ffcc3cc35aac756edaa256141f59a1f6358bf5,1.0,13.0,2689.0,2.0,1.0,0.0,1.0,0.0,198.0
354663,375,b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,1.0,5.0,715.0,3.0,12.0,2.0,14.0,0.0,78242.0
354778,375,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,390912.0,4.0,0.0,1.0,1.0,0.0,235.0
354813,375,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3.0,12.0,918230.0,2.0,1.0,0.0,1.0,0.0,100.0
355150,375,8ad6c338a1078ea5139423c7243914c0201f4afa21def82600d46594bff8e852,1.0,18.0,171726.0,6.0,23.0,0.0,23.0,0.0,171599.0
354973,375,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1.0,3.0,96316.0,3.0,4.0,0.0,4.0,0.0,38279.0
354622,375,35efdb7f15d0e61d8eabda0871c91edd5602b7620852e286646589bf05fe08de,1.0,12.0,552065.0,3.0,1.0,0.0,1.0,0.0,1030.0
354950,375,2d7a4c7af8d5b89c00cab8da759c9ee89e1f3c0c861a3d5199f5029b988c5509,1.0,19.0,908527.0,3.0,1.0,0.0,1.0,0.0,83.0
354658,375,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1.0,12.0,296610.0,3.0,5.0,0.0,5.0,0.0,138744.0
355182,375,ff538fed253fce00e25a7c1557ee7728a5d8dc9c1bbfc1c2896a226dab63c505,1.0,18.0,824.0,3.0,1.0,0.0,1.0,0.0,1425.0
354609,375,268a8ad21bed34914550636a7894a6d63bf5e26777d4d418b58cee00b597885e,2.0,19.0,0.0,5.0,0.0,1.0,1.0,0.0,6321.0
355204,375,06c5ea5ccda4dfd8839c0dec8646fb3071d2c02883ef8a9f715aaa74f38d2419,1.0,17.0,259985.0,4.0,1.0,0.0,1.0,0.0,124.0
355123,375,06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,3.0,18.0,1741477.0,6.0,1.0,0.0,1.0,0.0,2035.0
354612,375,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,3.0,0.0,3.0,0.0,896.0
354625,375,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,536992.0,5.0,1.0,0.0,1.0,0.0,136.0
354669,375,863ec3df49a091454fa48aa183f675e76b1bd2c5b07699297ba163a7574e7622,1.0,15.0,5016106.0,3.0,1.0,0.0,1.0,0.0,55.0
354801,375,209fc0d4eb19f572c1a93ab436bc14753aaa896950f4cec9c5105e0c5290635b,1.0,17.0,115027.0,3.0,1.0,0.0,1.0,0.0,2391.0
355748,376,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,1441976.0,4.0,1.0,0.0,1.0,0.0,188.0
355755,376,a0a33aadc2db812079e38980653e7d6606fdb38ff240fede5af640721e5609eb,1.0,12.0,119727.0,3.0,6.0,0.0,6.0,0.0,271247.0
355373,376,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3.0,12.0,2422.0,4.0,5.0,0.0,5.0,0.0,1604.0
355770,376,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1.0,18.0,341725.0,3.0,2.0,1.0,3.0,0.0,272.0
355915,376,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1.0,12.0,904.0,2.0,1.0,0.0,1.0,0.0,50209.0
355716,376,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,390912.0,4.0,1.0,0.0,1.0,0.0,1223.0
355521,376,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3.0,15.0,226357.0,5.0,1.0,0.0,1.0,0.0,643.0
355556,376,3182ab9ecb0e19b96a0a68723490c01cc46dbc1e8d8a31801c9a010b436eee89,1.0,12.0,324044.0,3.0,5.0,0.0,5.0,0.0,9995.0
355546,376,161b6ca5a8193e5bdaff50bcfd82993728ebb26d5d45625f1af7d271482ca4b5,2.0,17.0,223512.0,3.0,1.0,0.0,1.0,0.0,111.0
355895,376,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1.0,17.0,565453.0,4.0,0.0,8.0,0.0,8.0,23800.0
355424,376,b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,1.0,5.0,715.0,3.0,8.0,1.0,9.0,0.0,34937.0
355740,376,cece622381d76715c8bc9f4a7d60ee143c0df366d73e8873a17885dbd564df87,1.0,11.0,883849.0,5.0,1.0,13.0,1.0,13.0,66407.0
355671,376,8ad6c338a1078ea5139423c7243914c0201f4afa21def82600d46594bff8e852,1.0,18.0,171726.0,6.0,6.0,0.0,6.0,0.0,33541.0
355378,376,9ac7efb5259817f80f9731ef7b625e9e9640e8a539377e4312b605c45742d888,3.0,15.0,190972.0,4.0,1.0,0.0,1.0,0.0,403.0
355812,376,b600c0720096c241f5aec16b096c6a353492eee8a5855aa7f79d81390811d914,1.0,17.0,12207.0,2.0,4.0,5.0,9.0,0.0,5794.0
355549,376,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1.0,17.0,168008.0,3.0,1.0,0.0,1.0,0.0,256.0
355386,376,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,536992.0,5.0,2.0,0.0,2.0,0.0,1130.0
355548,376,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3.0,19.0,1415448.0,3.0,2.0,0.0,2.0,0.0,1325.0
355563,376,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1.0,3.0,96316.0,3.0,2.0,0.0,2.0,0.0,277.0
355388,376,9ca3bcf2c1a7a6bb56c8af0ac5aa1ad84e8d7ede472b65780b02543e42121f40,1.0,9.0,902254.0,4.0,2.0,0.0,2.0,0.0,1264.0
355523,376,76e189b30d7798738fc335d50caf71f4944a65df06e4dc6c7c869af272fb127a,2.0,13.0,3372311.0,5.0,1.0,0.0,1.0,0.0,1410.0
355428,376,7629f010080267f680a4ca9c6cac71c4d4d86933dcc7ed2f3625fde2c161e9de,1.0,18.0,506366.0,3.0,1.0,0.0,1.0,0.0,1585.0
355814,376,06c5ea5ccda4dfd8839c0dec8646fb3071d2c02883ef8a9f715aaa74f38d2419,1.0,17.0,259985.0,4.0,1.0,2.0,3.0,0.0,60449.0
355375,376,4ad7b50de3ca848e5198c7399165e487418c32bf8401152043e41f2f808df63a,1.0,19.0,221112.0,5.0,1.0,0.0,1.0,0.0,544.0
355540,376,2d7a4c7af8d5b89c00cab8da759c9ee89e1f3c0c861a3d5199f5029b988c5509,1.0,19.0,908527.0,3.0,1.0,0.0,1.0,0.0,316.0
355905,376,701cc14702a42f197624ef26a56711acd08e6c8e885d969e02d911f762986737,1.0,18.0,15620.0,2.0,0.0,1.0,0.0,1.0,6326.0
355753,376,2bbc95c774d7ec1ae5b0fe6acc5053e1abf146d3fcd02004c57c59be40c70110,1.0,19.0,18975.0,3.0,1.0,0.0,1.0,0.0,1706.0
355810,376,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1.0,17.0,114439.0,2.0,2.0,0.0,2.0,0.0,608.0
355392,376,2886a332d3530dcbfebeb0292251d04c1e0c20e767051dbfafd1e09fd7b864f4,1.0,9.0,5845.0,4.0,0.0,14.0,14.0,0.0,8772.0
355900,376,362459138b8a8de4b47c910c62fc84dce8c02a34505d5555711dfdfe92dffff9,3.0,11.0,1551361.0,2.0,1.0,0.0,1.0,0.0,84.0
356410,377,08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,3.0,12.0,357.0,3.0,0.0,18.0,0.0,18.0,38142.0
356220,377,8a568d5d3a06a82d71b690a62bde4dfd440bdbc1ad462020d4173a85843d307b,1.0,3.0,2479385.0,4.0,4.0,0.0,4.0,0.0,3413.0
356221,377,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,1441976.0,4.0,4.0,0.0,4.0,0.0,8694.0
359851,377,3182ab9ecb0e19b96a0a68723490c01cc46dbc1e8d8a31801c9a010b436eee89,1.0,12.0,324044.0,3.0,15.0,0.0,15.0,0.0,29985.0
356050,377,9ca3bcf2c1a7a6bb56c8af0ac5aa1ad84e8d7ede472b65780b02543e42121f40,1.0,9.0,902254.0,4.0,4.0,0.0,4.0,0.0,3052.0
356070,377,b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,1.0,5.0,715.0,3.0,4.0,2.0,6.0,0.0,58037.0
359647,377,9ca3bcf2c1a7a6bb56c8af0ac5aa1ad84e8d7ede472b65780b02543e42121f40,1.0,9.0,902254.0,4.0,4.0,0.0,4.0,0.0,3052.0
359767,377,8a568d5d3a06a82d71b690a62bde4dfd440bdbc1ad462020d4173a85843d307b,1.0,3.0,2479385.0,4.0,4.0,0.0,4.0,0.0,3413.0
356180,377,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1.0,17.0,168008.0,3.0,1.0,0.0,1.0,0.0,51.0
356054,377,2886a332d3530dcbfebeb0292251d04c1e0c20e767051dbfafd1e09fd7b864f4,1.0,9.0,5845.0,4.0,0.0,11.0,11.0,0.0,12644.0
356182,377,3182ab9ecb0e19b96a0a68723490c01cc46dbc1e8d8a31801c9a010b436eee89,1.0,12.0,324044.0,3.0,15.0,0.0,15.0,0.0,29985.0
359771,377,a0a33aadc2db812079e38980653e7d6606fdb38ff240fede5af640721e5609eb,1.0,12.0,119727.0,3.0,1.0,0.0,1.0,0.0,502.0
359768,377,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,1441976.0,4.0,4.0,0.0,4.0,0.0,8694.0
356068,377,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1.0,12.0,296610.0,3.0,2.0,0.0,2.0,0.0,123944.0
359941,377,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1.0,17.0,565453.0,4.0,0.0,1.0,0.0,1.0,1503.0
356307,377,701cc14702a42f197624ef26a56711acd08e6c8e885d969e02d911f762986737,1.0,18.0,15620.0,2.0,0.0,4.0,0.0,4.0,48785.0
359658,377,3ae3837645e625ccd7caabf708626661ba22179c8e861ce93911f84a3d796e20,1.0,12.0,2834.0,3.0,12.0,0.0,12.0,0.0,1214580.0
356418,377,112694ce0f5742d4f3831ecc99f877624ca17c65f04d2c137d475a9ee5b936ac,3.0,12.0,1940568.0,4.0,1.0,0.0,1.0,0.0,143.0
356058,377,3ae3837645e625ccd7caabf708626661ba22179c8e861ce93911f84a3d796e20,1.0,17.0,2834.0,3.0,12.0,0.0,12.0,0.0,1214580.0
360094,377,c49b33d1fde790ec03584672903f296e486615adfdc98913197eb7af4c76638c,1.0,19.0,3218731.0,3.0,6.0,6.0,12.0,0.0,11585.0
359849,377,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1.0,17.0,168008.0,3.0,1.0,0.0,1.0,0.0,51.0
356187,377,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1.0,3.0,96316.0,3.0,1.0,0.0,1.0,0.0,1185.0
360049,377,b8fc9846371ad638f98ad35d4348d9d8d8e93cedbc4a786dbd0820b85fd73b4a,1.0,4.0,0.0,5.0,1.0,0.0,1.0,0.0,1003.0
360074,377,112694ce0f5742d4f3831ecc99f877624ca17c65f04d2c137d475a9ee5b936ac,3.0,12.0,1940568.0,4.0,1.0,0.0,1.0,0.0,143.0
360011,377,0c1e4ef4e62a760e1ec3030424c41539eea90dffd61d07adca7d06c56dbcdda0,1.0,19.0,0.0,3.0,1.0,2.0,3.0,0.0,3168.0
356306,377,75945c8b1b7af88340ffe4169b39341dfded2c07248d36e91b3e2a0852c7bab7,1.0,12.0,5691.0,2.0,0.0,51.0,5.0,46.0,35462.0
