alert_key,date,sar_flag,cust_id,risk_rank,occupation_code,total_asset,AGE,lupay,cycam,usgam,clamt,csamt,inamt,cucsm,cucah
171612,0,0,7de1cdc84de4fe3b420fd370c8d21fa2adaacb35f8c52d7d3970961cc0503272,1.0,13.0,3121.0,3.0,4946.0,70408.0,70703.0,0.0,0.0,0.0,3926.0,0.0
171593,0,0,099068a1a9b89fb02b364680ce043ab3f47b1abfe8c9f533e7da789f59d27656,1.0,12.0,210805.0,3.0,7603966.0,519866.0,-364871.0,0.0,0.0,0.0,7571160.0,0.0
171451,0,0,627c092139950602628fa87c7a27bd8679950adccfa4c9c9cd21e910963c13ff,1.0,19.0,9560101.0,6.0,3116975.0,1028592.0,6160856.0,0.0,0.0,0.0,3118484.0,0.0
171597,0,0,aaba30b28e01c63b173ee72c6aa5828e727917ae2aa4d7432d967b0a6afa7607,1.0,17.0,39824.0,4.0,6980.0,240939.0,32523.0,0.0,0.0,0.0,16745.0,0.0
171738,0,0,adb20f4d429c5a98fa6feb4a00061d4eacfc66b5b05b2918c9bcaac14a016778,3.0,19.0,538326.0,5.0,0.0,409799.0,0.0,0.0,0.0,0.0,0.0,0.0
171448,0,0,ccf71bf5969f7949c6f2dc704c82a61922448e204bf9bc6b59ddf6c92c6e174e,1.0,4.0,658108.0,2.0,340.0,123652.0,365.0,0.0,0.0,79.0,365.0,0.0
171790,0,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,1.0,1.0,1279030.0,2.0,141437.0,429748.0,284106.0,0.0,0.0,31132.0,134476.0,0.0
171503,0,0,c121e5163d534845ad9f090fe7a77225ad592a814495320d56415a2447d5ede7,3.0,12.0,419954.0,3.0,5829962.0,312946.0,47442.0,0.0,0.0,50975.0,5842561.0,0.0
171495,0,0,deea7839000d9f8c1e3fed53e0a1141266fb8d7149a05008bc4de475b8785c64,3.0,12.0,0.0,3.0,6440329.0,93686.0,8885.0,0.0,0.0,43351.0,6468000.0,0.0
171606,0,0,77eb881fb8ad47743816447a9c9f9712f64b1e42bf56fda947e58bc4cb5ba42a,3.0,12.0,374739.0,3.0,26720393.0,418264.0,-67434.0,0.0,0.0,0.0,26901888.0,0.0
171387,0,0,f00f64804f374f8416d66993d8f0c63b892bf86af47dcf593e2623c29a5ead82,1.0,3.0,622839.0,4.0,23729.0,153274.0,39610.0,0.0,0.0,1663.0,24886.0,0.0
171501,0,0,96115737ec9dc7525f188a3d5668d8b399d38d31e73eff12388f6a193fb45da1,1.0,19.0,7373219.0,5.0,1700.0,50853.0,1729.0,0.0,0.0,0.0,1598.0,0.0
171494,0,0,7a5bb395f798e329689984d41e3e4848ace9c24c52f3806b119b8832ddcfd2cb,1.0,4.0,34467.0,4.0,18995.0,142045.0,26023.0,0.0,0.0,2245.0,11199.0,0.0
171602,0,0,781aac216cd49166665fed03433eaf4f83f49b701835d2f9b1dcea8aabc11cd6,3.0,15.0,462619.0,3.0,48680.0,419911.0,179258.0,0.0,0.0,14872.0,50987.0,0.0
171209,0,0,95836236dac30345eaf79b450af364b869724d46adc7cdefcab5ff32bc288348,3.0,12.0,1195038.0,3.0,837974.0,230914.0,220329.0,0.0,0.0,12392.0,840292.0,0.0
171704,0,0,c58e3092e037420bfbde0adaf2f7a4ccb654c5dedac68366a3ca4c2fc674d047,1.0,9.0,2287681.0,6.0,2332398.0,1156340.0,-513597.0,0.0,0.0,0.0,2319762.0,0.0
171587,0,0,8a89be5b38f76afa6deeb419c9efd97fca86463faba234f3d798db28be3a91f6,1.0,19.0,99703.0,3.0,14331.0,104875.0,16326.0,0.0,0.0,0.0,14718.0,0.0
171605,0,0,f2b4083d595c11089d82e642dac4ebd136fb8a2385ef16fbf03b417fdc45ca98,1.0,12.0,46343.0,3.0,0.0,153212.0,0.0,0.0,0.0,0.0,0.0,0.0
171152,0,0,7e42b5dca9b28ee8e5545beb834361e90e6197d176b389718e6c99b10041c816,3.0,13.0,599497.0,6.0,8506.0,324783.0,53066.0,0.0,0.0,0.0,3356.0,0.0
171487,0,0,7d195eb4f4ab50eb5e6ef2b1e91bf7d61d243b0bb5180bb3daa90b9a2a3e5b5f,3.0,12.0,1526679.0,4.0,42210.0,304393.0,45567.0,0.0,0.0,831.0,40587.0,0.0
171595,0,0,e4a5877febd9357d19c17b1bc314e8de703cd7a77c25b0281bebe5c97dd4ba68,1.0,19.0,9507.0,3.0,3932.0,100999.0,16825.0,0.0,0.0,0.0,-3.0,0.0
171770,0,1,25cf26d9c40bb9f71292b809c4f92018b9bdfe3529c5106edffaa7943b284e9a,1.0,17.0,1913895.0,4.0,9452.0,509326.0,295965.0,6829.0,-1230.0,178.0,9715.0,6829.0
171192,0,0,987d4ec8dc3e172714d6a495af1eb63e1193a32f4125963de7203d948dabd204,1.0,19.0,820593.0,5.0,2161.0,1000318.0,1567.0,0.0,0.0,0.0,1411.0,0.0
171500,0,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,713258.0,4.0,323374.0,642691.0,318592.0,0.0,0.0,0.0,289976.0,0.0
171455,0,0,a2291200c1f2bf916c1bceb62104b52a2d03b2b865b3616bea22f7131b1d5acc,1.0,19.0,0.0,7.0,0.0,410935.0,0.0,0.0,0.0,0.0,0.0,0.0
171371,0,0,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3.0,19.0,944697.0,5.0,59301.0,194017.0,118315.0,0.0,0.0,18843.0,59126.0,0.0
171739,0,0,8ad6c338a1078ea5139423c7243914c0201f4afa21def82600d46594bff8e852,1.0,19.0,0.0,6.0,648860.0,100875.0,-339807.0,0.0,0.0,0.0,464730.0,0.0
171447,0,0,f88ff7eedb5f16edbb190f3992d18529186ca77e2661954413204a175d00379c,3.0,19.0,657821.0,6.0,16326.0,357656.0,51936.0,0.0,0.0,0.0,16526.0,0.0
171368,0,0,52a4ff3d05590769169b6c91f686c817c6e6112d56aa4c3a532c69f75f93ac93,1.0,19.0,1122248.0,6.0,1870.0,205174.0,2115.0,0.0,0.0,0.0,1869.0,0.0
171741,0,0,2cbae2a984f9c7a8749097027ac7a00052bfee7536a287071fb3ea50b351f323,3.0,19.0,318411.0,5.0,0.0,203714.0,0.0,0.0,0.0,0.0,0.0,0.0
171181,0,0,d253f77ce816406296362e15aa64888080acc551e9c596098d9c78ffe52956a9,3.0,17.0,1827055.0,4.0,0.0,308771.0,0.0,0.0,0.0,0.0,0.0,0.0
171842,0,0,8173686f4ba325ede4f56f61f86a68298f3bb7ce47e3d4ea2c928ce16821e3ab,3.0,12.0,266339.0,4.0,13474.0,101287.0,22070.0,0.0,0.0,1347.0,14538.0,0.0
171496,0,0,f01f05fe20a6717f025f4a0d3666555fcd1d857522bb8a4bb3d4b883d8e55e50,3.0,18.0,2546767.0,4.0,40472.0,1012907.0,46788.0,0.0,0.0,0.0,45793.0,0.0
171702,0,0,2a0efd4291b5e64c00dee1c4ad40821494a4420e2f37d7796087e6ff92418e06,1.0,12.0,202601.0,3.0,10976.0,134782.0,22262.0,0.0,0.0,3987.0,12962.0,0.0
171446,0,0,95a6c0fd787a7f03473b58897e0d696d4ba27c61003f9277493d438798c7191a,3.0,17.0,24379.0,3.0,31318.0,113666.0,110100.0,0.0,0.0,9079.0,29932.0,0.0
171598,0,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,16858.0,201817.0,18781.0,0.0,0.0,0.0,17765.0,0.0
171592,0,0,8104f35c68aed18fddd4e100f540b6b4e726b500cd9a7af7c0a3f7216a223f33,1.0,5.0,37904.0,3.0,11523.0,156699.0,11853.0,0.0,0.0,535.0,11100.0,0.0
171753,0,0,14876713c0436f76dc15f527b50a67c0b7ecc50af299ff5daf10642cc02d1a1c,3.0,9.0,396131.0,4.0,58371.0,164907.0,57326.0,0.0,0.0,0.0,58085.0,0.0
171760,0,0,a98c7b12dca3bb6649172c780b2793a701602345ce4b2194ecb2aa7f9868c34f,3.0,19.0,185131.0,6.0,22211.0,362937.0,324977.0,9731.0,-1675.0,0.0,171.0,9731.0
171367,0,0,fa81ef21a193bae90d014d04235a71e7dda88c5bfa6597b5158bbc746e7ae3f4,1.0,12.0,1093612.0,5.0,48674.0,180136.0,54148.0,0.0,0.0,0.0,51598.0,0.0
171361,0,0,6ef334176ad90d8917facae948f355c506689168ece99f0abccd7065cbebaebb,3.0,11.0,18035.0,4.0,0.0,83167.0,0.0,0.0,0.0,0.0,0.0,0.0
171585,0,0,124b541310713e0101c185b514ffe09ad0740ec00a23b6fb6ec47bd3e5e1ecb8,1.0,12.0,129823.0,3.0,969846.0,50026.0,38623.0,0.0,0.0,3845.0,964714.0,0.0
171362,0,0,5664fb8f799d8d846a6396bf118606450244bb7f55f9b6571bc165377e377403,1.0,13.0,462187.0,4.0,19782.0,359319.0,72715.0,0.0,0.0,3682.0,14803.0,0.0
171769,0,0,ed845115d741208fae21a89eea97fa93b5fdb30242ec29a9dbd43cfd2e8ffc49,1.0,17.0,494257.0,4.0,105858.0,133257.0,60716.0,0.0,0.0,0.0,122231.0,0.0
171610,0,0,580670b0828a1eddea1c1f54273d4b57c3c44ec8658868e5fe4884f46543ef1d,3.0,13.0,1292481.0,3.0,84100.0,310405.0,90665.0,0.0,0.0,0.0,87091.0,0.0
171603,0,0,7ea72e2daff29e3e15a27547514ec9eb583c4990f04d327c9c54592a79a93b0a,1.0,12.0,322712.0,3.0,11331.0,154805.0,12563.0,0.0,0.0,0.0,11674.0,0.0
171767,0,0,eaa5624331d84ac6efb2c59035fa7656e5f7d32b2ff90b271fec833c009a34fd,1.0,9.0,281809.0,2.0,120301.0,329932.0,113708.0,0.0,0.0,0.0,105759.0,0.0
171357,0,0,e19835a949c31f3c41584668beeaf1159cd15a2f74c352ff1177bb34862b7e3f,1.0,19.0,104.0,5.0,24880.0,103583.0,25313.0,0.0,0.0,610.0,26381.0,0.0
172209,5,0,268a8ad21bed34914550636a7894a6d63bf5e26777d4d418b58cee00b597885e,3.0,19.0,0.0,5.0,52106.0,71317.0,62047.0,0.0,0.0,462.0,54075.0,0.0
172055,5,0,5af5081850be4cfd36d8b7f86922263acdd6964197d2cdecdebfdb3ee9badc3c,3.0,19.0,3892.0,3.0,0.0,61356.0,0.0,0.0,0.0,0.0,0.0,0.0
172021,5,0,2736f06dc479109d649382e557f4853df13a6056663ded5ad2b1c3295d3d6933,1.0,19.0,1950141.0,3.0,66963.0,350385.0,122199.0,0.0,0.0,25076.0,68467.0,0.0
172429,5,0,c2b078cfc6013b175e204356d5e662d4e6b82d11b5a828a1260428bb4609606e,3.0,12.0,75773.0,5.0,10160.0,102691.0,80539.0,0.0,0.0,0.0,14101.0,0.0
172234,5,0,c566b375c74aa3c5ed7f14f99f8251793e2db7e76bb79809e9879b44bfda1e74,1.0,3.0,920797.0,3.0,46773.0,306100.0,101405.0,0.0,0.0,9397.0,44479.0,0.0
172496,5,0,d9e29fdbed820a3926c21e2dec952f031a898ca50b10c27605ed48478a172d8d,3.0,17.0,908718.0,4.0,53481.0,186027.0,66715.0,0.0,0.0,6096.0,52650.0,0.0
172218,5,0,45d908ef0166944fc6c63aa0209850ceef7100e6a7d8e50b1409c655e87b4777,1.0,3.0,635329.0,6.0,0.0,313960.0,0.0,0.0,0.0,0.0,0.0,0.0
172642,5,0,6a725a03296b34f94e153353ea40c846df358a8678a587295a69e90f6af145d5,1.0,1.0,5409.0,3.0,7442.0,100223.0,63906.0,0.0,0.0,0.0,14033.0,0.0
172379,5,0,f88ff7eedb5f16edbb190f3992d18529186ca77e2661954413204a175d00379c,3.0,19.0,657821.0,6.0,16326.0,357656.0,51936.0,0.0,0.0,0.0,16526.0,0.0
172543,5,0,89f92b65c315d687264cca6c5f3e3a876df31f77a1b3f527b28db7837e71e711,3.0,8.0,107323.0,5.0,0.0,203567.0,0.0,0.0,0.0,0.0,0.0,0.0
172033,5,0,7c413ca06153818aa363bfc73cae27e0a60b321bc86143eb81e6597cae595f13,3.0,15.0,1837372.0,4.0,135429.0,550443.0,142080.0,0.0,0.0,0.0,134728.0,0.0
172433,5,0,bf407c0c11ae06f9ec0578663face5601c4edb8ecadb9c660d72163a042dd66e,3.0,19.0,1594013.0,4.0,893456.0,868626.0,456626.0,0.0,0.0,6541.0,771378.0,0.0
172500,5,0,099068a1a9b89fb02b364680ce043ab3f47b1abfe8c9f533e7da789f59d27656,1.0,12.0,210805.0,3.0,7603966.0,519866.0,-364871.0,0.0,0.0,0.0,7571160.0,0.0
172516,5,0,28a0198d9a309d0667f7a77a0fad54c2ec8bd3c8ebbdbbd88064368fe7c6cec7,1.0,5.0,1849.0,2.0,2958.0,20574.0,10934.0,0.0,0.0,286.0,4090.0,0.0
172647,5,0,7de5ed94f40388a256095e8cceaf4308a87bb02e6ff7820fe8d094e81bf33501,3.0,17.0,1946518.0,3.0,17359.0,121309.0,75464.0,0.0,0.0,0.0,23803.0,0.0
172020,5,0,d2085430c1ecf2de1dee543d55341dbbf3d394321220630d7c2e6d08a199791c,3.0,19.0,1120943.0,4.0,578378.0,62409.0,32433.0,0.0,0.0,0.0,594160.0,0.0
171994,5,0,1a3efa69705f611c7ef2384a715c8142e2ee801cfec9df4eb21131c33fc247a7,3.0,9.0,3634343.0,6.0,887572.0,15429268.0,6466758.0,0.0,0.0,891751.0,894270.0,0.0
172202,5,0,094c70ecdc5d71000fe12e4ef9eb341ba07f7c18233a96aa661cd0995f4956d0,1.0,13.0,228892.0,5.0,553939.0,80930.0,74095.0,0.0,0.0,17404.0,544036.0,0.0
172474,5,0,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3.0,14.0,713258.0,4.0,323374.0,642691.0,318592.0,0.0,0.0,0.0,289976.0,0.0
172457,5,0,01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,3.0,19.0,1266839.0,4.0,50148.0,306239.0,39331.0,0.0,0.0,0.0,50983.0,0.0
172488,5,0,672269fee20339213c49850d70885790bea62d9d93f5f76828fb8de1542a0f27,1.0,9.0,0.0,4.0,0.0,50672.0,0.0,0.0,0.0,0.0,0.0,0.0
171960,5,0,a39fea9aec90969fe66a2b2b4d1b86368a2d38e8b8d4bfeb016d17b16f37a8d8,3.0,12.0,241719.0,3.0,12231.0,150744.0,77533.0,0.0,0.0,12144.0,12110.0,0.0
171965,5,0,0ff999d5247385a45c0a79aab6b5cfd0d448abd6b3772c9e1b460c5a07cb5cf7,1.0,19.0,2171487.0,7.0,196975.0,204823.0,196069.0,0.0,0.0,0.0,178423.0,0.0
172220,5,0,9ca3bcf2c1a7a6bb56c8af0ac5aa1ad84e8d7ede472b65780b02543e42121f40,1.0,9.0,1425694.0,4.0,33338.0,103492.0,51430.0,0.0,0.0,2973.0,36272.0,0.0
172649,5,0,38fef11651b53f30c0b549f3e36a9fcc4d129153bd53bc247bf8842641a27479,2.0,12.0,112153.0,3.0,14571.0,170100.0,16352.0,0.0,0.0,0.0,13132.0,0.0
172550,5,0,975097be18a4d1e91d7b725aead4cf190f532896b42d886469ca91f0454c5581,1.0,19.0,0.0,4.0,2787.0,61965.0,5069.0,0.0,0.0,0.0,1473.0,0.0
172014,5,0,bbd08afbcc269f4f1c41f7d821330fd84bc8126e4a1b06fa5f280128f3962211,3.0,19.0,2210769.0,6.0,9886.0,518779.0,10923.0,0.0,0.0,337.0,9104.0,0.0
172539,5,0,9a1b8b6f1e57ba6b7c61bfbd898e9b115c3a8df02819c47947ca76f2c64b1b5d,3.0,9.0,103230.0,5.0,2550033.0,130233.0,-35839.0,0.0,0.0,3725.0,2548154.0,0.0
172039,5,0,6f5ca5e877aafd2923a46b6279cdd6dfe7fe3e31e6ff18cd1417d3ab6ddc2372,3.0,16.0,838124.0,3.0,33619.0,102808.0,14890.0,0.0,0.0,0.0,33467.0,0.0
172138,5,0,36a4eb2973ced2ee87441a53dd7989d31e3da2af95360197a6fac9bd6f9f5389,1.0,12.0,1640005.0,4.0,0.0,309505.0,0.0,0.0,0.0,0.0,0.0,0.0
172049,5,0,2d1e267400087bb59c05708d9f36894ba257000377e67c42a00701dd45af9746,1.0,18.0,83456.0,3.0,5181722.0,235976.0,-298934.0,0.0,0.0,5137.0,5186959.0,0.0
172443,5,0,94ccc13cdc593e185542e9de2e9bfa35ff2ad903bdcbf0a792ef99097badfda3,3.0,8.0,2375889.0,5.0,1440.0,1035799.0,1440.0,0.0,0.0,0.0,1440.0,0.0
172019,5,0,c7424815baa4c55e85ec8b4920ecd71dffbd7f92edb08c2bac6ad0598d3f2538,1.0,17.0,118903.0,4.0,44457.0,305251.0,286112.0,0.0,0.0,0.0,44412.0,0.0
172467,5,0,deea7839000d9f8c1e3fed53e0a1141266fb8d7149a05008bc4de475b8785c64,3.0,12.0,0.0,3.0,6440329.0,93686.0,8885.0,0.0,0.0,43351.0,6468000.0,0.0
172481,5,0,c121e5163d534845ad9f090fe7a77225ad592a814495320d56415a2447d5ede7,3.0,12.0,419954.0,3.0,5829962.0,312946.0,47442.0,0.0,0.0,50975.0,5842561.0,0.0
172674,5,0,e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,1.0,1.0,1279030.0,2.0,141437.0,429748.0,284106.0,0.0,0.0,31132.0,134476.0,0.0
172480,5,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3.0,12.0,8251.0,4.0,15535.0,60710.0,14306.0,0.0,0.0,0.0,15148.0,0.0
172515,5,0,77eb881fb8ad47743816447a9c9f9712f64b1e42bf56fda947e58bc4cb5ba42a,3.0,12.0,374739.0,3.0,26720393.0,418264.0,-67434.0,0.0,0.0,0.0,26901888.0,0.0
172047,5,0,95836236dac30345eaf79b450af364b869724d46adc7cdefcab5ff32bc288348,3.0,12.0,1195038.0,3.0,837974.0,230914.0,220329.0,0.0,0.0,12392.0,840292.0,0.0
172377,5,0,95a6c0fd787a7f03473b58897e0d696d4ba27c61003f9277493d438798c7191a,3.0,17.0,24379.0,3.0,31318.0,113666.0,110100.0,0.0,0.0,9079.0,29932.0,0.0
172240,5,0,27bd6a2415f5812d7050fd8d5346877e8c294c6940f1eaf934a9063437f940cc,1.0,19.0,27246.0,3.0,34960.0,154730.0,34937.0,0.0,0.0,0.0,29009.0,0.0
172507,5,0,661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,1.0,4.0,154807.0,3.0,16858.0,201817.0,18781.0,0.0,0.0,0.0,17765.0,0.0
172053,5,0,7b11104618d8caa65909eaac749c1a42594f3c891fe06212e04129dafb3e81f1,3.0,12.0,423885.0,3.0,126202.0,265226.0,118270.0,0.0,0.0,474.0,107770.0,0.0
172023,5,0,f76a299a4cb65cca0a1722b50fad054b3ed49804fa9fd49fc61efb68d7479d4a,1.0,15.0,0.0,3.0,37705.0,261199.0,37705.0,0.0,0.0,0.0,38060.0,0.0
172611,5,0,08060dbaea488a1d2de4147d62caddd1796956f1404eeb6172985e00fb8cbd10,1.0,13.0,27193.0,5.0,13124.0,83722.0,76466.0,0.0,0.0,399.0,7044.0,0.0
172027,5,0,f0f7f05a7c4c687ddc80ed9cb25bf6cdd000f46671e81edd91cf7970caeafd05,1.0,3.0,227789.0,4.0,22377.0,160986.0,37375.0,0.0,0.0,6036.0,22303.0,0.0
172381,5,0,a27a4fd3b02a6712c8a04e375bf907a2e9c2bf5269038f373865cbfa74a27588,1.0,19.0,671543.0,7.0,30040.0,615870.0,37435.0,0.0,0.0,0.0,30978.0,0.0
172523,5,0,a0dc9c3fd59b4a0c503ae25d20ab21e94ba041dba2a64816c2dee5267f59c5e6,1.0,19.0,0.0,3.0,2015.0,133193.0,2042.0,0.0,0.0,0.0,2169.0,0.0
172490,5,0,f52f83fcc2cf076b66d5a9149b9935021d1d67c99c61124db350dbd229df75ae,3.0,12.0,6416.0,4.0,676111.0,270085.0,217221.0,0.0,0.0,0.0,694729.0,0.0
172016,5,0,972ee157e63316e8a50dd489bc93730a3ee8a8959d5c6b7f9742ee5caba62cb8,1.0,17.0,375576.0,4.0,75839.0,301224.0,86166.0,0.0,0.0,116.0,73146.0,0.0
172514,5,0,701cc14702a42f197624ef26a56711acd08e6c8e885d969e02d911f762986737,1.0,19.0,8353.0,2.0,1041003.0,146891.0,113393.0,0.0,0.0,269.0,1024816.0,0.0
172355,5,0,d17644813c30c0a23672eefcfdc8261d3ceb1821da84a70775d5cf2467de6ef3,1.0,21.0,0.0,3.0,22159.0,30256.0,15037.0,0.0,0.0,0.0,23841.0,0.0
172431,5,0,371e922f71d97ce37220abfeacf06a43da652ee1b41ac3a12352325e91c42b90,1.0,19.0,0.0,4.0,41044.0,30130.0,22457.0,0.0,0.0,0.0,45243.0,0.0
172517,5,0,e4f0e4914cdb59de94496e67b55f1734e4cfa62aa7904a88f67751916a4d42cf,1.0,19.0,12898.0,3.0,4099952.0,419364.0,132095.0,0.0,0.0,0.0,4146822.0,0.0
172612,5,0,0e0fb825e510abdeea0c0678ac190d33b8d6874aadbf25c898378e0e0a07cd7b,1.0,19.0,859615.0,3.0,26130.0,61365.0,38375.0,0.0,0.0,3820.0,28192.0,0.0
172715,5,0,8173686f4ba325ede4f56f61f86a68298f3bb7ce47e3d4ea2c928ce16821e3ab,3.0,12.0,266339.0,4.0,13474.0,101287.0,22070.0,0.0,0.0,1347.0,14538.0,0.0
172201,5,0,743e05bb2807fdfbfb2ad5b94f9e93f0ac4857349e7c535686d44846a41cb808,1.0,19.0,59552.0,4.0,0.0,31130.0,0.0,0.0,0.0,0.0,0.0,0.0
172635,5,0,7f78ca0c12033613150f22f44e1b99136d2bae757c6de6e220b399c32cc19113,1.0,18.0,0.0,4.0,29686.0,308721.0,31192.0,0.0,0.0,0.0,28737.0,0.0
172029,5,0,a328fe9cf62dfb1ce1e1beaae1b725eef82251416b22bce604ad073057e35738,1.0,19.0,14602.0,3.0,14265.0,83968.0,13676.0,0.0,0.0,920.0,11748.0,0.0
172002,5,0,1f5272883b211fc8079c04811cf8a1c816b9c190e83e9c0eee92a61b573c1a37,1.0,12.0,1797077.0,5.0,72751.0,734635.0,256983.0,0.0,0.0,21641.0,81541.0,0.0
172660,5,0,e4465248aa6a2afca05b0e5cf645c2dfda11cb03d189c9eb122d5f8697fac15c,3.0,19.0,1120552.0,3.0,279517.0,394110.0,298637.0,0.0,0.0,705.0,291075.0,0.0
171984,5,0,3c6a5c2ee3b4be489e7df02658f5faa87eabba4de72dc924d534d955189ec661,1.0,17.0,449361.0,5.0,0.0,50338.0,0.0,0.0,0.0,0.0,0.0,0.0
172389,5,0,a71df476115656a1341eb22b50024c9a9445233ef89b53f19f2f361a011f1ab5,1.0,19.0,18796595.0,6.0,24580.0,1031607.0,23399.0,0.0,0.0,0.0,23439.0,0.0
172012,5,0,872a07711d9e20655c314f95862868a5d673d0146270088031814aaee5dc95fc,1.0,19.0,1609872.0,5.0,2351.0,50129.0,6659.0,0.0,0.0,441.0,2199.0,0.0
172003,5,0,c5de8ff5cbd1b569805859d1fc9cfbc4f7b7575e100e3b0e70040f10176c4338,2.0,19.0,2337624.0,4.0,1500.0,255261.0,1898.0,0.0,0.0,0.0,1894.0,0.0
172176,5,0,3c6c6cd10a7bacb7a65248ae9b254082d14f333b2053bfec76db66d10a0f62f6,1.0,9.0,1113.0,6.0,0.0,303641.0,0.0,0.0,0.0,0.0,0.0,0.0
171970,5,0,7e42b5dca9b28ee8e5545beb834361e90e6197d176b389718e6c99b10041c816,3.0,13.0,599497.0,6.0,8506.0,324783.0,53066.0,0.0,0.0,0.0,3356.0,0.0
172512,5,0,781aac216cd49166665fed03433eaf4f83f49b701835d2f9b1dcea8aabc11cd6,3.0,15.0,462619.0,3.0,48680.0,419911.0,179258.0,0.0,0.0,14872.0,50987.0,0.0
172557,5,0,eff61de75c4c3a9cba4b27ae908c5d31cbc3e791403ad4f27cf9edfe6d333476,1.0,12.0,53250.0,4.0,1809.0,73241.0,2304.0,0.0,0.0,0.0,903.0,0.0
172255,5,0,947e627e4627599e994598a747dfd11a2a17c1a2d11ada7d4b8c26a79e53b8f1,3.0,12.0,133287.0,4.0,126167.0,455926.0,356997.0,0.0,0.0,5247.0,150219.0,0.0
172248,5,0,b7def299e24a5182e153923e5a5eced18fb53fe28612930e322f62020b5a8ca5,1.0,9.0,262318.0,3.0,166865.0,207981.0,61628.0,0.0,0.0,3441.0,154465.0,0.0
172009,5,0,1c23013102e1abd95105fe8b81636fbf37e707bf469c4743d570cad43c22fa6b,1.0,9.0,469628.0,4.0,7280.0,130600.0,8499.0,0.0,0.0,244.0,7711.0,0.0
172485,5,0,b4653028c47d5c361ab3f4d19400c158531a081aa3a411191b4317bc9ba3937a,1.0,12.0,155750.0,2.0,339448.0,108785.0,70345.0,0.0,0.0,3533.0,342381.0,0.0
172058,5,0,9b6426b3746cb77aa71146a0850448cce1814d7d0994edff05a4f6cfe3a087cf,1.0,19.0,46912.0,2.0,485781.0,51193.0,18092.0,0.0,0.0,0.0,483191.0,0.0
172671,5,0,f9b519a618968555a2be391211a3c7f078467b0e5f36e792ee06a57adc3daa0a,1.0,9.0,2916753.0,3.0,129111.0,460048.0,134562.0,0.0,0.0,0.0,125771.0,0.0
172520,5,0,580670b0828a1eddea1c1f54273d4b57c3c44ec8658868e5fe4884f46543ef1d,3.0,13.0,1292481.0,3.0,84100.0,310405.0,90665.0,0.0,0.0,0.0,87091.0,0.0
